Location	Name	ID	Count	Slots
General 1-Slot6	Uncanny Ambrosial Cocktail	170943	20	6
General 1-Slot7	Uncanny Pan-Seared Steak and Potatoes	170928	16	6
General 1-Slot8	Sealed Riven Arcana Conjuror Source	175193	1	6
General 1-Slot9	Maul of Eternal Reverie	171962	1	6
General 1-Slot9-Slot1	Empty	0	0	0
General 1-Slot9-Slot2	Empty	0	0	0
General 1-Slot9-Slot3	Empty	0	0	0
General 1-Slot10	Dairy Spoon	9727	1	6
General 1-Slot11	Molten Rock Clump	172067	1	6
General 1-Slot12	Invictus Warmaker	171750	1	6
General 1-Slot12-Slot1	Empty	0	0	0
General 1-Slot12-Slot2	Empty	0	0	0
General 1-Slot13	Emberquartz Flecked Gormar Venom	159942	1	6
General 1-Slot14	Sealed Riven Arcana Protector Source	175191	40	6
General 1-Slot15	Broadsword of Eternal Reverie	171950	1	6
General 1-Slot15-Slot1	Empty	0	0	0
General 1-Slot15-Slot2	Empty	0	0	0
General 1-Slot16	Pliers	152401	1	6
General 1-Slot17	Votive of The Great Shell	175179	1	6
General 1-Slot18	Sewing Needle	10064	1	6
General 1-Slot19	Riven Arcana Powder	170841	29	6
General 1-Slot20	Emberquartz Slayer Source	171189	1	6
General 1-Slot21	Cloudy Potion	14514	19	6
General 1-Slot22	Jewelers Glass	95833	1	6
General 1-Slot23	Arcana Imbued Taipan Venom	170882	51	6
General 1-Slot24	Opulent Earring of the Contracted	170992	1	6
General 1-Slot25	Maul of Rebellion	173962	1	6
General 1-Slot25-Slot1	Empty	0	0	0
General 1-Slot25-Slot2	Empty	0	0	0
General 1-Slot25-Slot3	Empty	0	0	0
General 1-Slot26	Smithy Hammer	10489	1	6
General 1-Slot27	Complimentary Bottle of Adventure	51780	1	6
General 1-Slot28	Votive of The Great Shell	175179	1	6
General 1-Slot29	Scroll: Tormentor's Proclamation	177339	1	6
General 1-Slot30	Faycite Focus Shard of the Shadow Knight	177604	1	6
General 1-Slot31	Empty	0	0	0
General 1-Slot32	Empty	0	0	0
General 1-Slot33	Empty	0	0	0
General 1-Slot34	Empty	0	0	0
General 1-Slot35	Empty	0	0	0
General 1-Slot36	Empty	0	0	0
General 1-Slot37	Empty	0	0	0
General 1-Slot38	Empty	0	0	0
General 1-Slot39	Empty	0	0	0
General 1-Slot40	Empty	0	0	0
General 1-Slot41	Candlemaker's Median Wax Seal	177652	1	6
General 1-Slot42	Candlemaker's Greater Wax Seal	177653	2	6
General 1-Slot43	Crate of Waning Order	176007	1	46
General 1-Slot43-Slot1	Empty	0	0	0
General 1-Slot43-Slot2	Empty	0	0	0
General 1-Slot43-Slot3	Empty	0	0	0
General 1-Slot43-Slot4	Empty	0	0	0
General 1-Slot43-Slot5	Empty	0	0	0
General 1-Slot43-Slot6	Empty	0	0	0
General 1-Slot43-Slot7	Empty	0	0	0
General 1-Slot43-Slot8	Empty	0	0	0
General 1-Slot43-Slot9	Empty	0	0	0
General 1-Slot43-Slot10	Empty	0	0	0
General 1-Slot43-Slot11	Empty	0	0	0
General 1-Slot43-Slot12	Empty	0	0	0
General 1-Slot43-Slot13	Empty	0	0	0
General 1-Slot43-Slot14	Empty	0	0	0
General 1-Slot43-Slot15	Empty	0	0	0
General 1-Slot43-Slot16	Empty	0	0	0
General 1-Slot43-Slot17	Empty	0	0	0
General 1-Slot43-Slot18	Empty	0	0	0
General 1-Slot43-Slot19	Empty	0	0	0
General 1-Slot43-Slot20	Empty	0	0	0
General 1-Slot43-Slot21	Empty	0	0	0
General 1-Slot43-Slot22	Empty	0	0	0
General 1-Slot43-Slot23	Empty	0	0	0
General 1-Slot43-Slot24	Empty	0	0	0
General 1-Slot43-Slot25	Empty	0	0	0
General 1-Slot43-Slot26	Empty	0	0	0
General 1-Slot43-Slot27	Empty	0	0	0
General 1-Slot43-Slot28	Empty	0	0	0
General 1-Slot43-Slot29	Empty	0	0	0
General 1-Slot43-Slot30	Empty	0	0	0
General 1-Slot43-Slot31	Empty	0	0	0
General 1-Slot43-Slot32	Empty	0	0	0
General 1-Slot43-Slot33	Empty	0	0	0
General 1-Slot43-Slot34	Empty	0	0	0
General 1-Slot43-Slot35	Empty	0	0	0
General 1-Slot43-Slot36	Empty	0	0	0
General 1-Slot43-Slot37	Empty	0	0	0
General 1-Slot43-Slot38	Empty	0	0	0
General 1-Slot43-Slot39	Empty	0	0	0
General 1-Slot43-Slot40	Empty	0	0	0
General 1-Slot43-Slot41	Empty	0	0	0
General 1-Slot43-Slot42	Empty	0	0	0
General 1-Slot43-Slot43	Empty	0	0	0
General 1-Slot43-Slot44	Empty	0	0	0
General 1-Slot43-Slot45	Empty	0	0	0
General 1-Slot43-Slot46	Empty	0	0	0
General 1-Slot44	Master Baker Trophy	95013	1	6
General 1-Slot44-Slot1	Empty	0	0	0
General 1-Slot45	Windstone of Virtue	175372	1	6
General 1-Slot46	Lapis Lazuli	10016	91	6
General 2	Nightslayer's Chest	164562	1	48
General 2-Slot1	Hooked Knife of Memoryforged Desolation	170010	1	6
General 2-Slot1-Slot1	Empty	0	0	0
General 2-Slot1-Slot2	Empty	0	0	0
General 2-Slot2	Vigorous Belt of Memoryforged Desolation	169996	1	6
General 2-Slot2-Slot1	Empty	0	0	0
General 2-Slot2-Slot2	Empty	0	0	0
General 2-Slot2-Slot3	Empty	0	0	0
General 2-Slot3	Melted Spectacles of the Delusional	175117	1	6
General 2-Slot3-Slot1	Empty	0	0	0
General 2-Slot3-Slot2	Empty	0	0	0
General 2-Slot3-Slot3	Empty	0	0	0
General 2-Slot4	Intricate Aureate War Bow	173767	1	6
General 2-Slot4-Slot1	Empty	0	0	0
General 2-Slot4-Slot2	Empty	0	0	0
General 2-Slot4-Slot3	Empty	0	0	0
General 2-Slot4-Slot4	Empty	0	0	0
General 2-Slot4-Slot5	Empty	0	0	0
General 2-Slot5	Diminished Broken Accord Wrist Armor	175974	1	2
General 2-Slot5-Slot1	Empty	0	0	0
General 2-Slot5-Slot2	Empty	0	0	0
General 2-Slot6	Mask of the Nerite	175118	1	6
General 2-Slot6-Slot1	Empty	0	0	0
General 2-Slot6-Slot2	Empty	0	0	0
General 2-Slot6-Slot3	Empty	0	0	0
General 2-Slot7	Stormslayer's Rucksack	153977	1	46
General 2-Slot7-Slot1	Empty	0	0	0
General 2-Slot7-Slot2	Empty	0	0	0
General 2-Slot7-Slot3	Empty	0	0	0
General 2-Slot7-Slot4	Empty	0	0	0
General 2-Slot7-Slot5	Empty	0	0	0
General 2-Slot7-Slot6	Empty	0	0	0
General 2-Slot7-Slot7	Empty	0	0	0
General 2-Slot7-Slot8	Empty	0	0	0
General 2-Slot7-Slot9	Empty	0	0	0
General 2-Slot7-Slot10	Empty	0	0	0
General 2-Slot7-Slot11	Empty	0	0	0
General 2-Slot7-Slot12	Empty	0	0	0
General 2-Slot7-Slot13	Empty	0	0	0
General 2-Slot7-Slot14	Empty	0	0	0
General 2-Slot7-Slot15	Empty	0	0	0
General 2-Slot7-Slot16	Empty	0	0	0
General 2-Slot7-Slot17	Empty	0	0	0
General 2-Slot7-Slot18	Empty	0	0	0
General 2-Slot7-Slot19	Empty	0	0	0
General 2-Slot7-Slot20	Empty	0	0	0
General 2-Slot7-Slot21	Empty	0	0	0
General 2-Slot7-Slot22	Empty	0	0	0
General 2-Slot7-Slot23	Empty	0	0	0
General 2-Slot7-Slot24	Empty	0	0	0
General 2-Slot7-Slot25	Empty	0	0	0
General 2-Slot7-Slot26	Empty	0	0	0
General 2-Slot7-Slot27	Empty	0	0	0
General 2-Slot7-Slot28	Empty	0	0	0
General 2-Slot7-Slot29	Empty	0	0	0
General 2-Slot7-Slot30	Empty	0	0	0
General 2-Slot7-Slot31	Empty	0	0	0
General 2-Slot7-Slot32	Empty	0	0	0
General 2-Slot7-Slot33	Empty	0	0	0
General 2-Slot7-Slot34	Empty	0	0	0
General 2-Slot7-Slot35	Empty	0	0	0
General 2-Slot7-Slot36	Empty	0	0	0
General 2-Slot7-Slot37	Empty	0	0	0
General 2-Slot7-Slot38	Empty	0	0	0
General 2-Slot7-Slot39	Empty	0	0	0
General 2-Slot7-Slot40	Empty	0	0	0
General 2-Slot7-Slot41	Empty	0	0	0
General 2-Slot7-Slot42	Empty	0	0	0
General 2-Slot7-Slot43	Empty	0	0	0
General 2-Slot7-Slot44	Empty	0	0	0
General 2-Slot7-Slot45	Empty	0	0	0
General 2-Slot7-Slot46	Empty	0	0	0
General 2-Slot8	Trinket of the Fire Snail	175168	1	6
General 2-Slot9	Silver Ring of Adroitness	111666	1	6
General 2-Slot9-Slot1	Empty	0	0	0
General 2-Slot9-Slot2	Empty	0	0	0
General 2-Slot9-Slot3	Empty	0	0	0
General 2-Slot10	Sealed Riven Arcana Wayfarer Source	175192	4	6
General 2-Slot11	Echo of Mastery	110394	1	6
General 2-Slot12	Empty	0	0	0
General 2-Slot13	Empty	0	0	0
General 2-Slot14	Voidstone Ore Powder	170311	76	6
General 2-Slot15	Tumbler's Balancing Orb	173376	1	6
General 2-Slot16	Scale Ore	45891	37	6
General 2-Slot17	Empty	0	0	0
General 2-Slot18	Maestro's Baton Ornament	113593	1	6
General 2-Slot19	Reflective Emberquartz Ore	154757	24	6
General 2-Slot20	Empty	0	0	0
General 2-Slot21	Empty	0	0	0
General 2-Slot22	Empty	0	0	0
General 2-Slot23	Bone Saw	173750	1	6
General 2-Slot23-Slot1	Empty	0	0	0
General 2-Slot23-Slot2	Empty	0	0	0
General 2-Slot24	Empty	0	0	0
General 2-Slot25	Legionnaire Gauntlets of Shattered Dominion	175602	1	6
General 2-Slot25-Slot1	Empty	0	0	0
General 2-Slot25-Slot2	Empty	0	0	0
General 2-Slot25-Slot3	Extra Planar Potential Shard	148442	1	6
General 2-Slot25-Slot4	Empty	0	0	0
General 2-Slot26	Empty	0	0	0
General 2-Slot27	Empty	0	0	0
General 2-Slot28	Empty	0	0	0
General 2-Slot29	Empty	0	0	0
General 2-Slot30	Empty	0	0	0
General 2-Slot31	Empty	0	0	0
General 2-Slot32	Empty	0	0	0
General 2-Slot33	Empty	0	0	0
General 2-Slot34	Empty	0	0	0
General 2-Slot35	Fossilized Belt of Maiming	175335	1	6
General 2-Slot35-Slot1	Empty	0	0	0
General 2-Slot35-Slot2	Empty	0	0	0
General 2-Slot35-Slot3	Empty	0	0	0
General 2-Slot36	Scepter of The Ruined Wind	175347	1	6
General 2-Slot36-Slot1	Empty	0	0	0
General 2-Slot36-Slot2	Empty	0	0	0
General 2-Slot37	Thornwoven Glaive	175761	1	6
General 2-Slot37-Slot1	Empty	0	0	0
General 2-Slot37-Slot2	Empty	0	0	0
General 2-Slot37-Slot3	Empty	0	0	0
General 2-Slot38	Empty	0	0	0
General 2-Slot39	Empty	0	0	0
General 2-Slot40	Empty	0	0	0
General 2-Slot41	Empty	0	0	0
General 2-Slot42	Empty	0	0	0
General 2-Slot43	Empty	0	0	0
General 2-Slot44	Empty	0	0	0
General 2-Slot45	Empty	0	0	0
General 2-Slot46	Empty	0	0	0
General 2-Slot47	Inert Greater Engram	170293	1	6
General 2-Slot48	Votive of The Great Shell	175179	1	6
General 3	Shadow Slayer's Chest	168039	1	46
General 3-Slot1	Uncanny Ambrosial Water	170835	4	6
General 3-Slot2	Empty	0	0	0
General 3-Slot3	Empty	0	0	0
General 3-Slot4	Empty	0	0	0
General 3-Slot5	Empty	0	0	0
General 3-Slot6	Empty	0	0	0
General 3-Slot7	Empty	0	0	0
General 3-Slot8	Empty	0	0	0
General 3-Slot9	Empty	0	0	0
General 3-Slot10	Empty	0	0	0
General 3-Slot11	Adroit Idol of Unbound Radiance	172359	1	6
General 3-Slot11-Slot1	Empty	0	0	0
General 3-Slot11-Slot2	Empty	0	0	0
General 3-Slot11-Slot3	Empty	0	0	0
General 3-Slot12	Halberd of Unbound Radiance	172392	1	6
General 3-Slot12-Slot1	Empty	0	0	0
General 3-Slot12-Slot2	Empty	0	0	0
General 3-Slot12-Slot3	Empty	0	0	0
General 3-Slot12-Slot4	Empty	0	0	0
General 3-Slot12-Slot5	Empty	0	0	0
General 3-Slot13	Diminished Broken Accord Hands Armor	175975	1	2
General 3-Slot13-Slot1	Empty	0	0	0
General 3-Slot13-Slot2	Empty	0	0	0
General 3-Slot14	Fractured Arcane Chain Hands Ornament	172407	1	6
General 3-Slot15	Fractured Arcane Chain Legs Ornament	172408	1	6
General 3-Slot16	Fractured Arcane Plate Helm Ornament	172396	1	6
General 3-Slot17	Fractured Arcane Cloth Robe Ornament	172424	1	6
General 3-Slot18	Fractured Arcane Leather Wrist Ornament	172413	1	6
General 3-Slot19	Tower Shield of Memoryforged Desolation	170002	1	6
General 3-Slot19-Slot1	Empty	0	0	0
General 3-Slot19-Slot2	Empty	0	0	0
General 3-Slot19-Slot3	Empty	0	0	0
General 3-Slot19-Slot4	Empty	0	0	0
General 3-Slot20	Diminished Broken Accord Arms Armor	175978	1	2
General 3-Slot20-Slot1	Empty	0	0	0
General 3-Slot20-Slot2	Empty	0	0	0
General 3-Slot21	Empty	0	0	0
General 3-Slot22	Opulent Necklace of the Contracted	170993	1	6
General 3-Slot23	Diminished Broken Accord Wrist Armor	175974	1	2
General 3-Slot23-Slot1	Empty	0	0	0
General 3-Slot23-Slot2	Empty	0	0	0
General 3-Slot24	Empty	0	0	0
General 3-Slot25	Riven Arcana Imbued Timber	170826	60	6
General 3-Slot26	Empty	0	0	0
General 3-Slot27	Planing Tool	8086	1	6
General 3-Slot28	Enchanted Honed Riven Arcana	170844	1	6
General 3-Slot29	Chelsith Crippler Ornament	106083	1	6
General 3-Slot30	Chelsith Crippler Ornament	106083	1	6
General 3-Slot31	Riven Arcana Lumber	170840	31	6
General 3-Slot32	Riven Arcana Imbued Hide	170824	4	6
General 3-Slot33	Cleaning Solution	152466	66	6
General 3-Slot34	Riven Arcana Crystal	170823	49	6
General 3-Slot35	Heroic Backpack of the Adventurer	135987	1	40
General 3-Slot35-Slot1	Empty	0	0	0
General 3-Slot35-Slot2	Empty	0	0	0
General 3-Slot35-Slot3	Empty	0	0	0
General 3-Slot35-Slot4	Empty	0	0	0
General 3-Slot35-Slot5	Empty	0	0	0
General 3-Slot35-Slot6	Empty	0	0	0
General 3-Slot35-Slot7	Empty	0	0	0
General 3-Slot35-Slot8	Empty	0	0	0
General 3-Slot35-Slot9	Empty	0	0	0
General 3-Slot35-Slot10	Empty	0	0	0
General 3-Slot35-Slot11	Empty	0	0	0
General 3-Slot35-Slot12	Empty	0	0	0
General 3-Slot35-Slot13	Empty	0	0	0
General 3-Slot35-Slot14	Empty	0	0	0
General 3-Slot35-Slot15	Empty	0	0	0
General 3-Slot35-Slot16	Empty	0	0	0
General 3-Slot35-Slot17	Empty	0	0	0
General 3-Slot35-Slot18	Empty	0	0	0
General 3-Slot35-Slot19	Empty	0	0	0
General 3-Slot35-Slot20	Empty	0	0	0
General 3-Slot35-Slot21	Empty	0	0	0
General 3-Slot35-Slot22	Empty	0	0	0
General 3-Slot35-Slot23	Empty	0	0	0
General 3-Slot35-Slot24	Empty	0	0	0
General 3-Slot35-Slot25	Empty	0	0	0
General 3-Slot35-Slot26	Empty	0	0	0
General 3-Slot35-Slot27	Empty	0	0	0
General 3-Slot35-Slot28	Empty	0	0	0
General 3-Slot35-Slot29	Empty	0	0	0
General 3-Slot35-Slot30	Empty	0	0	0
General 3-Slot35-Slot31	Empty	0	0	0
General 3-Slot35-Slot32	Empty	0	0	0
General 3-Slot35-Slot33	Empty	0	0	0
General 3-Slot35-Slot34	Empty	0	0	0
General 3-Slot35-Slot35	Empty	0	0	0
General 3-Slot35-Slot36	Empty	0	0	0
General 3-Slot35-Slot37	Empty	0	0	0
General 3-Slot35-Slot38	Empty	0	0	0
General 3-Slot35-Slot39	Empty	0	0	0
General 3-Slot35-Slot40	Empty	0	0	0
General 3-Slot36	Heroic Backpack of the Adventurer	135987	1	40
General 3-Slot36-Slot1	Empty	0	0	0
General 3-Slot36-Slot2	Empty	0	0	0
General 3-Slot36-Slot3	Empty	0	0	0
General 3-Slot36-Slot4	Empty	0	0	0
General 3-Slot36-Slot5	Empty	0	0	0
General 3-Slot36-Slot6	Empty	0	0	0
General 3-Slot36-Slot7	Empty	0	0	0
General 3-Slot36-Slot8	Empty	0	0	0
General 3-Slot36-Slot9	Empty	0	0	0
General 3-Slot36-Slot10	Empty	0	0	0
General 3-Slot36-Slot11	Empty	0	0	0
General 3-Slot36-Slot12	Empty	0	0	0
General 3-Slot36-Slot13	Empty	0	0	0
General 3-Slot36-Slot14	Empty	0	0	0
General 3-Slot36-Slot15	Empty	0	0	0
General 3-Slot36-Slot16	Empty	0	0	0
General 3-Slot36-Slot17	Empty	0	0	0
General 3-Slot36-Slot18	Empty	0	0	0
General 3-Slot36-Slot19	Empty	0	0	0
General 3-Slot36-Slot20	Empty	0	0	0
General 3-Slot36-Slot21	Empty	0	0	0
General 3-Slot36-Slot22	Empty	0	0	0
General 3-Slot36-Slot23	Empty	0	0	0
General 3-Slot36-Slot24	Empty	0	0	0
General 3-Slot36-Slot25	Empty	0	0	0
General 3-Slot36-Slot26	Empty	0	0	0
General 3-Slot36-Slot27	Empty	0	0	0
General 3-Slot36-Slot28	Empty	0	0	0
General 3-Slot36-Slot29	Empty	0	0	0
General 3-Slot36-Slot30	Empty	0	0	0
General 3-Slot36-Slot31	Empty	0	0	0
General 3-Slot36-Slot32	Empty	0	0	0
General 3-Slot36-Slot33	Empty	0	0	0
General 3-Slot36-Slot34	Empty	0	0	0
General 3-Slot36-Slot35	Empty	0	0	0
General 3-Slot36-Slot36	Empty	0	0	0
General 3-Slot36-Slot37	Empty	0	0	0
General 3-Slot36-Slot38	Empty	0	0	0
General 3-Slot36-Slot39	Empty	0	0	0
General 3-Slot36-Slot40	Empty	0	0	0
General 3-Slot37	Empty	0	0	0
General 3-Slot38	Empty	0	0	0
General 3-Slot39	Empty	0	0	0
General 3-Slot40	Empty	0	0	0
General 3-Slot41	Empty	0	0	0
General 3-Slot42	Arcana Imbued Choresine Sample	170883	40	6
General 3-Slot43	Potion of Harvest	40606	10	6
General 3-Slot44	Potion of Healing	40607	10	6
General 3-Slot45	Empty	0	0	0
General 3-Slot46	Empty	0	0	0
General 4	Mythslayer's Backpack	151240	1	46
General 4-Slot1	Empty	0	0	0
General 4-Slot2	Misty Thicket Picnic	9662	110	6
General 4-Slot3	Empty	0	0	0
General 4-Slot4	Empty	0	0	0
General 4-Slot5	Empty	0	0	0
General 4-Slot6	Decorative Aegis of Shar Vahl	169742	1	6
General 4-Slot6-Slot1	Empty	0	0	0
General 4-Slot6-Slot2	Empty	0	0	0
General 4-Slot6-Slot3	Empty	0	0	0
General 4-Slot6-Slot4	Empty	0	0	0
General 4-Slot7	Band of Delirious Rambling	171133	1	6
General 4-Slot7-Slot1	Empty	0	0	0
General 4-Slot7-Slot2	Empty	0	0	0
General 4-Slot7-Slot3	Empty	0	0	0
General 4-Slot8	Empty	0	0	0
General 4-Slot9	Empty	0	0	0
General 4-Slot10	Golden Rogue's Belt	148933	1	6
General 4-Slot10-Slot1	Empty	0	0	0
General 4-Slot10-Slot2	Empty	0	0	0
General 4-Slot10-Slot3	Empty	0	0	0
General 4-Slot11	Empty	0	0	0
General 4-Slot12	Empty	0	0	0
General 4-Slot13	Empty	0	0	0
General 4-Slot14	Empty	0	0	0
General 4-Slot15	Comrade's Cincture of Calamity	171336	1	6
General 4-Slot15-Slot1	Empty	0	0	0
General 4-Slot15-Slot2	Empty	0	0	0
General 4-Slot15-Slot3	Empty	0	0	0
General 4-Slot16	Gallant Focus of Heroism	151984	1	6
General 4-Slot17	Vision of Insight	110398	1	6
General 4-Slot18	Empty	0	0	0
General 4-Slot19	Empty	0	0	0
General 4-Slot20	Empty	0	0	0
General 4-Slot21	Empty	0	0	0
General 4-Slot22	Empty	0	0	0
General 4-Slot23	Empty	0	0	0
General 4-Slot24	Empty	0	0	0
General 4-Slot25	Defender's Waistguard of Rebellion	173935	1	6
General 4-Slot25-Slot1	Empty	0	0	0
General 4-Slot25-Slot2	Empty	0	0	0
General 4-Slot25-Slot3	Empty	0	0	0
General 4-Slot26	Acolyte's Focus of Legacies Lost	151485	4	6
General 4-Slot27	Empty	0	0	0
General 4-Slot28	Fresh Meat	81128	12	6
General 4-Slot29	Gallant Focus of Fortitude	151983	1	6
General 4-Slot30	Gallant Focus of Fortitude	151983	1	6
General 4-Slot31	Sapphire	10034	13	6
General 4-Slot32	Uncut Demantoid	37851	34	6
General 4-Slot33	Empty	0	0	0
General 4-Slot34	Reflective Emberquartz Crystal	154758	35	6
General 4-Slot35	Empty	0	0	0
General 4-Slot36	Spectral Luclinite Two Headed Spear	169964	1	6
General 4-Slot36-Slot1	Empty	0	0	0
General 4-Slot36-Slot2	Reactive Phantasmal Luclinite Gem of Devastation	164569	1	6
General 4-Slot36-Slot3	Empty	0	0	0
General 4-Slot37	Luclinite Ensanguined Tower Shield	167541	1	6
General 4-Slot37-Slot1	Empty	0	0	0
General 4-Slot37-Slot2	Empty	0	0	0
General 4-Slot37-Slot3	Empty	0	0	0
General 4-Slot37-Slot4	Empty	0	0	0
General 4-Slot38	Empty	0	0	0
General 4-Slot39	Empty	0	0	0
General 4-Slot40	Empty	0	0	0
General 4-Slot41	Reactive Fretful Pricker	153966	1	6
General 4-Slot42	Emberquartz Slayer Source	171189	1	6
General 4-Slot43	Empty	0	0	0
General 4-Slot44	Empty	0	0	0
General 4-Slot45	Phantasmal Luclinite Necklace of Security	169521	1	6
General 4-Slot45-Slot1	Empty	0	0	0
General 4-Slot45-Slot2	Empty	0	0	0
General 4-Slot45-Slot3	Empty	0	0	0
General 4-Slot46	Empty	0	0	0
General 5	Mythslayer's Chest	151224	1	50
General 5-Slot1	Diminished Broken Accord Head Armor	175977	1	2
General 5-Slot1-Slot1	Empty	0	0	0
General 5-Slot1-Slot2	Empty	0	0	0
General 5-Slot2	Diminished Broken Accord Wrist Armor	175974	1	2
