Location	Name	ID	Count	Slots
General 1-Slot11	Ether-Fused Tea	85486	20	6
General 1-Slot12	The Bone Rod	151934	1	6
General 1-Slot13	Aircrisp Apple	85485	20	6
General 1-Slot14	Heroic Conquest Donuts	135988	20	6
General 1-Slot15	Heroic Conquest Coffee	135989	20	6
General 1-Slot16	Heroic Conquest Donuts	135988	20	6
General 1-Slot17	Heroic Conquest Coffee	135989	20	6
General 1-Slot18	Ether-Fused Tea	85486	20	6
General 1-Slot19	Aircrisp Apple	85485	20	6
General 1-Slot20	Aircrisp Apple	85485	20	6
General 1-Slot21	Aircrisp Apple	85485	20	6
General 1-Slot22	Wolf-Hide Whip	109714	1	6
General 1-Slot23	Voidstone Ore Powder	170311	8	6
General 1-Slot24	Devotee's Enhancement of Enduring Harmony	138895	1	6
General 1-Slot25	Charged Cacophonic Storm Essence	169393	1	6
General 1-Slot26	Empty	0	0	0
General 1-Slot27	Riven Arcana Powder	170841	4	6
General 1-Slot28	Empty	0	0	0
General 1-Slot29	Extra Planar Potential Shard	148442	1	6
General 1-Slot30	Empty	0	0	0
General 1-Slot31	Restitched Mantle	175325	1	6
General 1-Slot31-Slot1	Empty	0	0	0
General 1-Slot31-Slot2	Empty	0	0	0
General 1-Slot31-Slot3	Empty	0	0	0
General 1-Slot32	Sealed Riven Arcana Conjuror Source	175193	3	6
General 1-Slot33	Skin of Milk	9990	2	6
General 1-Slot34	Barbecue Sauce	58271	1000	6
General 1-Slot35	Covariant Engram	170289	1	6
General 1-Slot36	Devotee's Protecting Magic of Enduring Harmony	138892	1	6
General 1-Slot37	Uncanny Cereous Lemon	170833	3	6
General 1-Slot38	Barbecue Sauce	58271	343	6
General 1-Slot39	Phantasmal Luclinite Gem of Security	169573	1	6
General 1-Slot40	Hope's Lost	175163	1	6
General 1-Slot40-Slot1	Empty	0	0	0
General 1-Slot40-Slot2	Empty	0	0	0
General 1-Slot40-Slot3	Empty	0	0	0
General 1-Slot40-Slot4	Empty	0	0	0
General 1-Slot40-Slot5	Empty	0	0	0
General 1-Slot41	Riven Arcana Imbued Silk	170825	546	6
General 1-Slot42	Riven Arcana Ore	170822	136	6
General 1-Slot43	Riven Arcana Crystal	170823	338	6
General 1-Slot44	Magic Orb	172586	1	6
General 1-Slot45	Unraveling Focus of Heroism	170819	1	6
General 1-Slot46	Luclinite Ensanguined Gem of Security	167573	1	6
General 1-Slot47	Unraveling Amice Fastener	170795	1	6
General 1-Slot48	Unraveling Chest Armor Lining	170784	1	6
General 2	Mythslayer's Rucksack	151239	1	44
General 2-Slot1	Empty	0	0	0
General 2-Slot2	Empty	0	0	0
General 2-Slot3	Empty	0	0	0
General 2-Slot4	Empty	0	0	0
General 2-Slot5	Empty	0	0	0
General 2-Slot6	Empty	0	0	0
General 2-Slot7	Empty	0	0	0
General 2-Slot8	Empty	0	0	0
General 2-Slot9	Empty	0	0	0
General 2-Slot10	Empty	0	0	0
General 2-Slot11	Empty	0	0	0
General 2-Slot12	Empty	0	0	0
General 2-Slot13	Empty	0	0	0
General 2-Slot14	Empty	0	0	0
General 2-Slot15	Rapidious Sun Shaving	171174	1	6
General 2-Slot16	Empty	0	0	0
General 2-Slot17	Empty	0	0	0
General 2-Slot18	Tormented Lere	167369	1	6
General 2-Slot19	Steadfast Shadow Gem	173169	1	6
General 2-Slot20	Security Gem of Perpetual Reverie	171573	1	6
General 2-Slot21	Ogre Swill	13038	62	6
General 2-Slot22	Empty	0	0	0
General 2-Slot23	Empty	0	0	0
General 2-Slot24	Empty	0	0	0
General 2-Slot25	Unraveling Focus of Heroism	170819	1	6
General 2-Slot26	Empty	0	0	0
General 2-Slot27	Empty	0	0	0
General 2-Slot28	Tumbler's Balancing Orb	173376	1	6
General 2-Slot29	Indurate Monitor Eye	173375	1	6
General 2-Slot30	Van's Gem of Tranquility	173172	1	6
General 2-Slot31	Empty	0	0	0
General 2-Slot32	Empty	0	0	0
General 2-Slot33	Empty	0	0	0
General 2-Slot34	Empty	0	0	0
General 2-Slot35	Glittering Token of Horror	173174	1	6
General 2-Slot36	Glittering Token of Horror	173174	1	6
General 2-Slot37	Glittering Token of Horror	173174	1	6
General 2-Slot38	Glittering Token of Horror	173174	1	6
General 2-Slot39	Glittering Token of Horror	173174	1	6
General 2-Slot40	Glittering Token of Horror	173174	1	6
General 2-Slot41	Empty	0	0	0
General 2-Slot42	Empty	0	0	0
General 2-Slot43	Empty	0	0	0
General 2-Slot44	Empty	0	0	0
General 3	Stormslayer's Chest	153962	1	52
General 3-Slot1	Empty	0	0	0
General 3-Slot2	Empty	0	0	0
General 3-Slot3	Empty	0	0	0
General 3-Slot4	Empty	0	0	0
General 3-Slot5	Empty	0	0	0
General 3-Slot6	Empty	0	0	0
General 3-Slot7	Empty	0	0	0
General 3-Slot8	Empty	0	0	0
General 3-Slot9	Empty	0	0	0
General 3-Slot10	Empty	0	0	0
General 3-Slot11	Empty	0	0	0
General 3-Slot12	Empty	0	0	0
General 3-Slot13	Empty	0	0	0
General 3-Slot14	Empty	0	0	0
General 3-Slot15	Empty	0	0	0
General 3-Slot16	Empty	0	0	0
General 3-Slot17	Empty	0	0	0
General 3-Slot18	Empty	0	0	0
General 3-Slot19	Empty	0	0	0
General 3-Slot20	Empty	0	0	0
General 3-Slot21	Empty	0	0	0
General 3-Slot22	Empty	0	0	0
General 3-Slot23	Empty	0	0	0
General 3-Slot24	Empty	0	0	0
General 3-Slot25	Empty	0	0	0
General 3-Slot26	Empty	0	0	0
General 3-Slot27	Empty	0	0	0
General 3-Slot28	Empty	0	0	0
General 3-Slot29	Empty	0	0	0
General 3-Slot30	Empty	0	0	0
General 3-Slot31	Empty	0	0	0
General 3-Slot32	Empty	0	0	0
General 3-Slot33	Empty	0	0	0
General 3-Slot34	Empty	0	0	0
General 3-Slot35	Empty	0	0	0
General 3-Slot36	Empty	0	0	0
General 3-Slot37	Empty	0	0	0
General 3-Slot38	Empty	0	0	0
General 3-Slot39	Empty	0	0	0
General 3-Slot40	Empty	0	0	0
General 3-Slot41	Empty	0	0	0
General 3-Slot42	Empty	0	0	0
General 3-Slot43	Empty	0	0	0
General 3-Slot44	Empty	0	0	0
General 3-Slot45	Empty	0	0	0
General 3-Slot46	Empty	0	0	0
General 3-Slot47	Uncanny Game Meat	170831	35	6
General 3-Slot48	Uncanny Polyphemic Potato	170834	3	6
General 3-Slot49	Empty	0	0	0
General 3-Slot50	Empty	0	0	0
General 3-Slot51	Empty	0	0	0
General 3-Slot52	Empty	0	0	0
General 4	Broodslayer's Chest	151783	1	52
General 4-Slot1	Empty	0	0	0
General 4-Slot2	Empty	0	0	0
General 4-Slot3	Empty	0	0	0
General 4-Slot4	Empty	0	0	0
General 4-Slot5	Empty	0	0	0
General 4-Slot6	Empty	0	0	0
General 4-Slot7	Empty	0	0	0
General 4-Slot8	Empty	0	0	0
General 4-Slot9	Empty	0	0	0
General 4-Slot10	Empty	0	0	0
General 4-Slot11	Empty	0	0	0
General 4-Slot12	Empty	0	0	0
General 4-Slot13	Empty	0	0	0
General 4-Slot14	Empty	0	0	0
General 4-Slot15	Empty	0	0	0
General 4-Slot16	Empty	0	0	0
General 4-Slot17	Empty	0	0	0
General 4-Slot18	Empty	0	0	0
General 4-Slot19	Empty	0	0	0
General 4-Slot20	Empty	0	0	0
General 4-Slot21	Empty	0	0	0
General 4-Slot22	Empty	0	0	0
General 4-Slot23	Empty	0	0	0
General 4-Slot24	Empty	0	0	0
General 4-Slot25	Empty	0	0	0
General 4-Slot26	Empty	0	0	0
General 4-Slot27	Empty	0	0	0
General 4-Slot28	Empty	0	0	0
General 4-Slot29	Empty	0	0	0
General 4-Slot30	Empty	0	0	0
General 4-Slot31	Empty	0	0	0
General 4-Slot32	Empty	0	0	0
General 4-Slot33	Empty	0	0	0
General 4-Slot34	Empty	0	0	0
General 4-Slot35	Empty	0	0	0
General 4-Slot36	Empty	0	0	0
General 4-Slot37	Empty	0	0	0
General 4-Slot38	Empty	0	0	0
General 4-Slot39	Empty	0	0	0
General 4-Slot40	Empty	0	0	0
General 4-Slot41	Empty	0	0	0
General 4-Slot42	Empty	0	0	0
General 4-Slot43	Empty	0	0	0
General 4-Slot44	Empty	0	0	0
General 4-Slot45	Empty	0	0	0
General 4-Slot46	Empty	0	0	0
General 4-Slot47	Empty	0	0	0
General 4-Slot48	Empty	0	0	0
General 4-Slot49	Empty	0	0	0
General 4-Slot50	Empty	0	0	0
General 4-Slot51	Empty	0	0	0
General 4-Slot52	Empty	0	0	0
General 5	Crate of Waning Order	176007	1	46
General 5-Slot1	Empty	0	0	0
General 5-Slot2	Empty	0	0	0
General 5-Slot3	Empty	0	0	0
General 5-Slot4	Empty	0	0	0
General 5-Slot5	Empty	0	0	0
General 5-Slot6	Empty	0	0	0
General 5-Slot7	Empty	0	0	0
General 5-Slot8	Empty	0	0	0
General 5-Slot9	Empty	0	0	0
General 5-Slot10	Empty	0	0	0
General 5-Slot11	Empty	0	0	0
General 5-Slot12	Empty	0	0	0
General 5-Slot13	Empty	0	0	0
General 5-Slot14	Empty	0	0	0
General 5-Slot15	Empty	0	0	0
General 5-Slot16	Empty	0	0	0
General 5-Slot17	Empty	0	0	0
General 5-Slot18	Empty	0	0	0
General 5-Slot19	Empty	0	0	0
General 5-Slot20	Empty	0	0	0
General 5-Slot21	Empty	0	0	0
General 5-Slot22	Empty	0	0	0
General 5-Slot23	Empty	0	0	0
General 5-Slot24	Empty	0	0	0
General 5-Slot25	Empty	0	0	0
General 5-Slot26	Empty	0	0	0
General 5-Slot27	Empty	0	0	0
General 5-Slot28	Empty	0	0	0
General 5-Slot29	Empty	0	0	0
General 5-Slot30	Empty	0	0	0
General 5-Slot31	Empty	0	0	0
General 5-Slot32	Empty	0	0	0
General 5-Slot33	Empty	0	0	0
General 5-Slot34	Empty	0	0	0
General 5-Slot35	Empty	0	0	0
General 5-Slot36	Empty	0	0	0
General 5-Slot37	Empty	0	0	0
General 5-Slot38	Empty	0	0	0
General 5-Slot39	Empty	0	0	0
General 5-Slot40	Empty	0	0	0
General 5-Slot41	Empty	0	0	0
General 5-Slot42	Empty	0	0	0
General 5-Slot43	Empty	0	0	0
General 5-Slot44	Empty	0	0	0
General 5-Slot45	Empty	0	0	0
General 5-Slot46	Broodslayer's Satchel	151797	1	44
General 5-Slot46-Slot1	Empty	0	0	0
General 5-Slot46-Slot2	Empty	0	0	0
General 5-Slot46-Slot3	Empty	0	0	0
General 5-Slot46-Slot4	Empty	0	0	0
General 5-Slot46-Slot5	Empty	0	0	0
General 5-Slot46-Slot6	Empty	0	0	0
General 5-Slot46-Slot7	Empty	0	0	0
General 5-Slot46-Slot8	Empty	0	0	0
General 5-Slot46-Slot9	Empty	0	0	0
General 5-Slot46-Slot10	Empty	0	0	0
General 5-Slot46-Slot11	Empty	0	0	0
General 5-Slot46-Slot12	Empty	0	0	0
General 5-Slot46-Slot13	Empty	0	0	0
General 5-Slot46-Slot14	Empty	0	0	0
General 5-Slot46-Slot15	Empty	0	0	0
General 5-Slot46-Slot16	Empty	0	0	0
General 5-Slot46-Slot17	Empty	0	0	0
General 5-Slot46-Slot18	Empty	0	0	0
General 5-Slot46-Slot19	Empty	0	0	0
General 5-Slot46-Slot20	Empty	0	0	0
General 5-Slot46-Slot21	Empty	0	0	0
General 5-Slot46-Slot22	Empty	0	0	0
General 5-Slot46-Slot23	Empty	0	0	0
General 5-Slot46-Slot24	Empty	0	0	0
General 5-Slot46-Slot25	Empty	0	0	0
General 5-Slot46-Slot26	Empty	0	0	0
General 5-Slot46-Slot27	Empty	0	0	0
General 5-Slot46-Slot28	Empty	0	0	0
General 5-Slot46-Slot29	Empty	0	0	0
General 5-Slot46-Slot30	Empty	0	0	0
General 5-Slot46-Slot31	Empty	0	0	0
General 5-Slot46-Slot32	Empty	0	0	0
General 5-Slot46-Slot33	Empty	0	0	0
General 5-Slot46-Slot34	Empty	0	0	0
General 5-Slot46-Slot35	Empty	0	0	0
General 5-Slot46-Slot36	Empty	0	0	0
General 5-Slot46-Slot37	Empty	0	0	0
General 5-Slot46-Slot38	Empty	0	0	0
General 5-Slot46-Slot39	Empty	0	0	0
General 5-Slot46-Slot40	Empty	0	0	0
General 5-Slot46-Slot41	Empty	0	0	0
General 5-Slot46-Slot42	Empty	0	0	0
General 5-Slot46-Slot43	Empty	0	0	0
General 5-Slot46-Slot44	Empty	0	0	0
General 6	Broodslayer's Backpack	151799	1	48
General 6-Slot1	Serene Pluot Fruit Juice	154816	12	6
General 6-Slot2	Serene Pluot Fruit Juice	154816	20	6
General 6-Slot3	Water Flask	13006	958	6
General 6-Slot4	Planing Tool	8086	1	6
General 6-Slot5	Whittling Blade	8085	1	6
General 6-Slot6	File	12011	1	6
General 6-Slot7	Smithy Hammer	10489	1	6
General 6-Slot8	Pot	13432	1	6
General 6-Slot9	Serene Crispy Burnt End Bites	154809	19	6
General 6-Slot10	Hickory Handled Shears	65259	1	6
General 6-Slot11	Elm Handled Shears	65260	1	6
General 6-Slot12	Writing Ink	81132	16	6
General 6-Slot13	Extra Planar Potential Shard	148442	1	6
General 6-Slot14	Sewing Needle	10064	1	6
General 6-Slot15	Empty	0	0	0
General 6-Slot16	Extra Planar Potential Shard	148442	1	6
General 6-Slot17	Empty	0	0	0
General 6-Slot18	Extra Planar Potential Shard	148442	1	6
General 6-Slot19	Empty	0	0	0
General 6-Slot20	Empty	0	0	0
General 6-Slot21	Extra Planar Potential Shard	148442	1	6
General 6-Slot22	Reinforced Scalewrought Footlocker	174037	1	46
General 6-Slot22-Slot1	Empty	0	0	0
General 6-Slot22-Slot2	Empty	0	0	0
General 6-Slot22-Slot3	Empty	0	0	0
General 6-Slot22-Slot4	Empty	0	0	0
General 6-Slot22-Slot5	Empty	0	0	0
General 6-Slot22-Slot6	Empty	0	0	0
General 6-Slot22-Slot7	Empty	0	0	0
General 6-Slot22-Slot8	Empty	0	0	0
General 6-Slot22-Slot9	Empty	0	0	0
General 6-Slot22-Slot10	Empty	0	0	0
General 6-Slot22-Slot11	Empty	0	0	0
General 6-Slot22-Slot12	Empty	0	0	0
General 6-Slot22-Slot13	Empty	0	0	0
General 6-Slot22-Slot14	Empty	0	0	0
General 6-Slot22-Slot15	Empty	0	0	0
General 6-Slot22-Slot16	Empty	0	0	0
General 6-Slot22-Slot17	Empty	0	0	0
General 6-Slot22-Slot18	Empty	0	0	0
General 6-Slot22-Slot19	Empty	0	0	0
General 6-Slot22-Slot20	Empty	0	0	0
General 6-Slot22-Slot21	Empty	0	0	0
General 6-Slot22-Slot22	Empty	0	0	0
General 6-Slot22-Slot23	Empty	0	0	0
General 6-Slot22-Slot24	Empty	0	0	0
General 6-Slot22-Slot25	Empty	0	0	0
General 6-Slot22-Slot26	Empty	0	0	0
General 6-Slot22-Slot27	Empty	0	0	0
General 6-Slot22-Slot28	Empty	0	0	0
General 6-Slot22-Slot29	Empty	0	0	0
General 6-Slot22-Slot30	Empty	0	0	0
General 6-Slot22-Slot31	Empty	0	0	0
General 6-Slot22-Slot32	Empty	0	0	0
General 6-Slot22-Slot33	Empty	0	0	0
General 6-Slot22-Slot34	Empty	0	0	0
General 6-Slot22-Slot35	Empty	0	0	0
General 6-Slot22-Slot36	Empty	0	0	0
General 6-Slot22-Slot37	Empty	0	0	0
General 6-Slot22-Slot38	Empty	0	0	0
General 6-Slot22-Slot39	Empty	0	0	0
General 6-Slot22-Slot40	Empty	0	0	0
General 6-Slot22-Slot41	Empty	0	0	0
General 6-Slot22-Slot42	Empty	0	0	0
General 6-Slot22-Slot43	Empty	0	0	0
General 6-Slot22-Slot44	Empty	0	0	0
General 6-Slot22-Slot45	Empty	0	0	0
General 6-Slot22-Slot46	Empty	0	0	0
General 6-Slot23	Empty	0	0	0
General 6-Slot24	Empty	0	0	0
General 6-Slot25	Empty	0	0	0
General 6-Slot26	Empty	0	0	0
General 6-Slot27	Empty	0	0	0
General 6-Slot28	Empty	0	0	0
General 6-Slot29	Empty	0	0	0
General 6-Slot30	Empty	0	0	0
General 6-Slot31	Empty	0	0	0
General 6-Slot32	Empty	0	0	0
General 6-Slot33	Empty	0	0	0
General 6-Slot34	Empty	0	0	0
General 6-Slot35	Empty	0	0	0
General 6-Slot36	Empty	0	0	0
General 6-Slot37	Empty	0	0	0
General 6-Slot38	Empty	0	0	0
General 6-Slot39	Acrobat's Earring of Uprising	173516	1	6
General 6-Slot39-Slot1	Empty	0	0	0
General 6-Slot39-Slot2	Empty	0	0	0
General 6-Slot39-Slot3	Empty	0	0	0
General 6-Slot40	Blacksmith's Adamantine Hammer	95056	1	6
General 6-Slot40-Slot1	Empty	0	0	0
General 6-Slot41	Fletcher's Arrow	95028	1	6
General 6-Slot41-Slot1	Empty	0	0	0
General 6-Slot42	Flexible Shoulder Pads	173325	1	6
General 6-Slot42-Slot1	Empty	0	0	0
General 6-Slot42-Slot2	Magically Balanced Green Gem	173374	1	6
General 6-Slot42-Slot3	Empty	0	0	0
General 6-Slot43	Clay Flinger's Loop	95049	1	6
General 6-Slot43-Slot1	Empty	0	0	0
General 6-Slot44	Denmother's Rolling Pin	95014	1	6
General 6-Slot44-Slot1	Empty	0	0	0
General 6-Slot45	Unraveling Chest Armor Lining	170784	1	6
General 6-Slot46	Sculpting Tools	21625	1	6
General 6-Slot47	Brewmaster's Mug	95021	1	6
General 6-Slot47-Slot1	Empty	0	0	0
General 6-Slot48	Intricate Jewelers Glass	95035	1	6
General 6-Slot48-Slot1	Empty	0	0	0
General 7	Stormslayer's Rucksack	153977	1	46
General 7-Slot1	Empty	0	0	0
General 7-Slot2	Emberquartz Protector Source	171183	1	6
General 7-Slot3	Fine Sparkling Harasser's Collar of Legacies Lost	151466	1	6
General 7-Slot3-Slot1	Empty	0	0	0
General 7-Slot3-Slot2	Empty	0	0	0
General 7-Slot3-Slot3	Empty	0	0	0
General 7-Slot3-Slot4	Empty	0	0	0
General 7-Slot3-Slot5	Empty	0	0	0
General 7-Slot3-Slot6	Empty	0	0	0
General 7-Slot4	Glyph of Stored Experience	127544	2	6
General 7-Slot5	Staff of Viral Flux	127554	1	6
General 7-Slot5-Slot1	Empty	0	0	0
General 7-Slot5-Slot2	Empty	0	0	0
General 7-Slot5-Slot3	Empty	0	0	0
General 7-Slot6	Replica of the Qeynos Claymore	127552	1	6
General 7-Slot7	Emberquartz Protector Source	171183	1	6
General 7-Slot8	Soulforge Wristguard of Uprising	173443	1	6
General 7-Slot8-Slot1	Shard of Illumination	173380	1	6
General 7-Slot8-Slot2	Empty	0	0	0
General 7-Slot8-Slot3	Empty	0	0	0
General 7-Slot8-Slot4	Empty	0	0	0
General 7-Slot9	Soulforge Wristguard of Steadfast Resolve	171243	1	6
General 7-Slot9-Slot1	Empty	0	0	0
General 7-Slot9-Slot2	Empty	0	0	0
General 7-Slot9-Slot3	Empty	0	0	0
General 7-Slot9-Slot4	Empty	0	0	0
General 7-Slot10	Emberquartz Protector Source	171183	1	6
General 7-Slot11	Bo Staff of Uprising	173565	1	6
General 7-Slot11-Slot1	Empty	0	0	0
General 7-Slot11-Slot2	Empty	0	0	0
General 7-Slot11-Slot3	Empty	0	0	0
General 7-Slot12	Soulforge Cowl of Uprising	173446	1	6
General 7-Slot12-Slot1	Septagonal Sapphire	171374	1	6
General 7-Slot12-Slot2	Empty	0	0	0
General 7-Slot12-Slot3	Empty	0	0	0
General 7-Slot12-Slot4	Empty	0	0	0
General 7-Slot13	Emberquartz Protector Source	171183	1	6
General 7-Slot14	Emberquartz Protector Source	171183	1	6
General 7-Slot15	Emberquartz Protector Source	171183	1	6
General 7-Slot16	Belt Buckle of Uprising	170439	1	6
General 7-Slot17	Shoulder Fastener of Uprising	170435	1	6
General 7-Slot18	Ring Polishing Cloth of Uprising	170438	1	6
General 7-Slot19	Adventurer's Stone	41000	1	6
General 7-Slot20	Faded Bloodied Luclinite Two Headed Spear	166294	1	2
General 7-Slot20-Slot1	Empty	0	0	0
General 7-Slot20-Slot2	Empty	0	0	0
General 7-Slot21	Empty	0	0	0
General 7-Slot22	Emberquartz Protector Source	171183	1	6
General 7-Slot23	Empty	0	0	0
General 7-Slot24	Emblem of the Transcendent	152429	9	6
General 7-Slot25	Emberquartz Protector Source	171183	1	6
General 7-Slot26	Crystallized Restless Ore	166140	2	6
General 7-Slot27	Extra Planar Potential Shard	148442	1	6
General 7-Slot28	Extra Planar Potential Shard	148442	1	6
General 7-Slot29	Emberquartz Protector Source	171183	1	6
General 7-Slot30	Empty	0	0	0
General 7-Slot31	Emberquartz Protector Source	171183	1	6
General 7-Slot32	Emberquartz Protector Source	171183	1	6
General 7-Slot33	Soulforge Leggings of Rebellion	173848	1	6
General 7-Slot33-Slot1	Empty	0	0	0
General 7-Slot33-Slot2	Empty	0	0	0
General 7-Slot33-Slot3	Empty	0	0	0
General 7-Slot33-Slot4	Empty	0	0	0
General 7-Slot34	Blind Eye Ornament	173339	1	6
General 7-Slot34-Slot1	Empty	0	0	0
General 7-Slot34-Slot2	Empty	0	0	0
General 7-Slot34-Slot3	Empty	0	0	0
General 7-Slot34-Slot4	Empty	0	0	0
General 7-Slot35	Undulating Ocelli	171138	1	6
General 7-Slot35-Slot1	Empty	0	0	0
General 7-Slot35-Slot2	Empty	0	0	0
General 7-Slot35-Slot3	Empty	0	0	0
General 7-Slot35-Slot4	Empty	0	0	0
General 7-Slot36	Skin of Milk	9990	20	6
General 7-Slot37	Sealed Pure Energeian Light Orb	66279	5	6
General 7-Slot38	Pure Energeian Light Orb	66277	1	6
General 7-Slot39	Fishing Pole	13100	1	6
General 7-Slot40	Great Tiger Spirit Familiar	86644	1	6
General 7-Slot41	Emberquartz Wayfarer Source	171185	1	6
General 7-Slot42	Emberquartz Wayfarer Source	171185	1	6
General 7-Slot43	Extra Planar Potential Shard	148442	1	6
General 7-Slot44	Extra Planar Potential Shard	148442	1	6
General 7-Slot45	Extra Planar Potential Shard	148442	1	6
