Location	Name	ID	Count	Slots
Wrist	Shadowscale Wristguard of Rebellion	173857	1	6
Wrist-Slot1	Glittering Token of Horror	173174	1	6
Wrist-Slot2	Bioluminescent Cave Stone	173371	1	6
Wrist-Slot3	Extra Planar Potential Shard	148442	1	6
Wrist-Slot4	Empty	0	0	0
Range	Short Bow of Rebellion	173970	1	6
Range-Slot1	Ruby of Offense	111801	1	6
Range-Slot2	Ancient Purple Gem of Deftness	41014	1	6
Range-Slot3	Glittering Token of Horror	173174	1	6
Range-Slot4	Protector's Gem of Uprising	173574	1	6
Range-Slot5	Empty	0	0	0
Hands	Shadowscale Gauntlets of Rebellion	173858	1	6
Hands-Slot1	Nimble Gem of Uprising	173579	1	6
Hands-Slot2	Jovial Jharin Jingle	169167	1	6
Hands-Slot3	Extra Planar Potential Shard	148442	1	6
Hands-Slot4	Empty	0	0	0
Primary	Injection Dagger of Rebellion	173954	1	6
Primary-Slot1	Reactive Honed Gem of Unraveling Order	153968	1	6
Primary-Slot2	Empty	0	0	0
Secondary	Short Spear of Rebellion	173949	1	6
Secondary-Slot1	Reactive Honed Gem of Uprising	151789	1	6
Secondary-Slot2	Empty	0	0	0
Fingers	Duelist's Ring of Rebellion	173934	1	6
Fingers-Slot1	Shard of Verdicts	110399	1	6
Fingers-Slot2	Glittering Token of Horror	173174	1	6
Fingers-Slot3	Gleaming Emblem of the Overseer	173369	1	6
Fingers	Harbinger's Assaulter Ring of Cataclysm	168081	1	6
Fingers-Slot1	Luminous Restless Ice	164604	1	6
Fingers-Slot2	Defiant Claw	151793	1	6
Fingers-Slot3	Luclinite Ensanguined Gem of Adroitness	167571	1	6
Fingers-Slot4	Acolyte's Enhancement of the Harbinger	169789	1	6
Fingers-Slot5	Acolyte's Fortification of the Harbinger	169774	1	6
Fingers-Slot6	Devotee's Fortification of the Harbinger	169778	1	6
Chest	Shadowscale Coat of Rebellion	173863	1	6
Chest-Slot1	Blazing Icon of Solusek Ro	175376	1	6
Chest-Slot2	Gnoll Skull Fragment	175167	1	6
Chest-Slot3	Extra Planar Potential Shard	148442	1	6
Chest-Slot4	Empty	0	0	0
Legs	Shadowscale Leggings of the Bound	173662	1	6
Legs-Slot1	Glittering Token of Horror	173174	1	6
Legs-Slot2	Mischievous Reanimating Reagent	171167	1	6
Legs-Slot3	Extra Planar Potential Shard	148442	1	6
Legs-Slot4	Empty	0	0	0
Feet	Shadowscale Boots of Eternal Reverie	171859	1	6
Feet-Slot1	Glittering Token of Horror	173174	1	6
Feet-Slot2	Medallion of Loathing	175371	1	6
Feet-Slot3	Extra Planar Potential Shard	148442	1	6
Feet-Slot4	Empty	0	0	0
Waist	Acrobat's Belt of Rebellion	173937	1	6
Waist-Slot1	Tempus Faycite Shard: Crinotoxin Discipline	159582	1	6
Waist-Slot2	Tumbler's Balancing Orb	173376	1	6
Waist-Slot3	Acrobat's Gem of Unraveling Order	175572	1	6
Power Source	Emberquartz Slayer Source	171189	1	6
Ammo	Peerless Pestle	95042	1	6
Ammo-Slot1	Empty	0	0	0
General 1	Broodslayer's Chest	151783	1	52
General 1-Slot1	Severely Damaged Caravan Orders	72398	1	6
General 1-Slot2	Intricate Jewelers Glass	95035	1	6
General 1-Slot2-Slot1	Empty	0	0	0
General 1-Slot3	Athame of Memoryforged Desolation	170018	1	6
General 1-Slot3-Slot1	Empty	0	0	0
General 1-Slot3-Slot2	Empty	0	0	0
General 1-Slot4	Thormir's Haversack	103098	1	6
General 1-Slot4-Slot1	Empty	0	0	0
General 1-Slot4-Slot2	Empty	0	0	0
General 1-Slot4-Slot3	Empty	0	0	0
General 1-Slot4-Slot4	Empty	0	0	0
General 1-Slot4-Slot5	Empty	0	0	0
General 1-Slot4-Slot6	Empty	0	0	0
General 1-Slot5	Large Sewing Kit	17880	1	8
General 1-Slot5-Slot1	Empty	0	0	0
General 1-Slot5-Slot2	Empty	0	0	0
General 1-Slot5-Slot3	Empty	0	0	0
General 1-Slot5-Slot4	Empty	0	0	0
General 1-Slot5-Slot5	Empty	0	0	0
General 1-Slot5-Slot6	Empty	0	0	0
General 1-Slot5-Slot7	Empty	0	0	0
General 1-Slot5-Slot8	Empty	0	0	0
General 1-Slot6	Torn Parchment	18030	1	6
General 1-Slot7	Bloodied Timorous Falls Orders	72399	1	6
General 1-Slot8	Segment of Compressed Steel	57999	1	6
General 1-Slot9	Empty	0	0	0
General 1-Slot10	Water Flask	13006	561	6
General 1-Slot11	Ether-Fused Tea	85486	20	6
General 1-Slot12	Trais' Scouting Report	101296	1	6
General 1-Slot13	Twinkling Hyperfiligreed Rune	52750	1	6
General 1-Slot14	Arcane Gem of Artfulness	175174	1	6
General 1-Slot15	Aircrisp Apple	85485	6	6
General 1-Slot16	Hooked Dagger of Eternal Reverie	171949	1	6
General 1-Slot16-Slot1	Empty	0	0	0
General 1-Slot16-Slot2	Empty	0	0	0
General 1-Slot17	Covariant Engram	170289	1	6
General 1-Slot18	Flask of Shattered Bolstering	170924	5	6
General 1-Slot19	Twinkling Hyperfiligreed Rune	52750	1	6
General 1-Slot20	Twinkling Hyperfiligreed Rune	52750	1	6
General 1-Slot21	Translated Ancient Tome	12591	1	6
General 1-Slot22	Scalewrought's Voidstone Delphinium	170508	1	6
General 1-Slot23	Reactive Striking Gem of Perpetual Reverie	151230	1	6
General 1-Slot24	Emperor Ganak Familiar	128740	1	6
General 1-Slot25	Arcana Imbued Choresine Sample	170883	49	6
General 1-Slot26	Arcana Imbued Nigriventer Venom	170879	49	6
General 1-Slot27	Arcana Imbued Taipan Venom	170882	44	6
General 1-Slot28	Riven Arcana Ore	170822	129	6
General 1-Slot29	Sealed Riven Arcana Slayer Source	175194	11	6
General 1-Slot30	Empty	0	0	0
General 1-Slot31	Eternal Bloom Chain Feet Ornament	172119	1	6
General 1-Slot32	Arcana Imbued Mamba Venom	170880	43	6
General 1-Slot33	Empty	0	0	0
General 1-Slot34	Empty	0	0	0
General 1-Slot35	Glittering Token of Horror	173174	1	6
General 1-Slot36	Empty	0	0	0
General 1-Slot37	Diminished Broken Accord Legs Armor	175979	1	2
General 1-Slot37-Slot1	Empty	0	0	0
General 1-Slot37-Slot2	Empty	0	0	0
General 1-Slot38	Diminished Divine Schism Legs Armor	175986	1	2
General 1-Slot38-Slot1	Empty	0	0	0
General 1-Slot38-Slot2	Empty	0	0	0
General 1-Slot39	Steadfast Shadow Gem	173169	1	6
General 1-Slot40	Protective Beak Bauble	171169	1	6
General 1-Slot41	Emblem of the Deceiver	152431	29	6
General 1-Slot42	Glittering Token of Horror	173174	1	6
General 1-Slot43	Devotee's Focus of the Harbinger	169770	4	6
General 1-Slot44	Glittering Token of Horror	173174	1	6
General 1-Slot45	Glittering Token of Horror	173174	1	6
General 1-Slot46	Glittering Token of Horror	173174	1	6
General 1-Slot47	Mark of Fury	110396	1	6
General 1-Slot48	Crystallized Sulfur	16976	4	6
General 1-Slot49	Empty	0	0	0
General 1-Slot50	Acolyte's Attacker of the Selenelion	109559	1	6
General 1-Slot51	Silver Attacker of Jubilation	109570	1	6
General 1-Slot52	Empty	0	0	0
General 2	Nightslayer's Chest	164562	1	48
General 2-Slot1	Leather Roll	81162	105	6
General 2-Slot2	Immaculate Laburnum	44962	1	6
General 2-Slot3	Empty	0	0	0
General 2-Slot4	Empty	0	0	0
General 2-Slot5	Consigned Bite of the Shissar XXII	159952	5	6
General 2-Slot6	Sealed Pure Energeian Light Orb	66279	5	6
General 2-Slot7	Divine Bolstering Brew	160187	16	6
General 2-Slot8	Luclinite Laced Taipan Venom	166425	228	6
General 2-Slot9	Luclinite Laced Mamba Venom	166423	203	6
General 2-Slot10	Sapphire of Defense	111802	1	6
General 2-Slot11	The Captain's Strength	171368	1	6
General 2-Slot12	Empty	0	0	0
General 2-Slot13	Empty	0	0	0
General 2-Slot14	Hardened Glowing Diamond	171371	1	6
General 2-Slot15	Empty	0	0	0
General 2-Slot16	Empty	0	0	0
General 2-Slot17	Catch-a-Lot Bait	13102	171	6
General 2-Slot18	Occluded Sun Pendant	52009	1	6
General 2-Slot19	Philter of Aquatic Haunt	96938	4	6
General 2-Slot20	Philter of Gulon's Impunity	96936	4	6
General 2-Slot21	Gleaming Gem of Feshlak	165371	1	6
General 2-Slot22	Reactive Honed Gem of the Shackled	151785	1	6
General 2-Slot23	Emberquartz Slayer Source	171189	1	6
General 2-Slot24	Philter of the Wolf V	96477	4	6
General 2-Slot25	Distillate of Skinspikes V	96424	5	6
General 2-Slot26	Cloudy Potion	14514	7	6
General 2-Slot27	Empty	0	0	0
General 2-Slot28	Smithy Hammer	10489	1	6
General 2-Slot29	Empty	0	0	0
General 2-Slot30	Empty	0	0	0
General 2-Slot31	Unparalleled Vigorous Gem of Distant Echoes	111506	1	6
General 2-Slot32	Empty	0	0	0
General 2-Slot33	Empty	0	0	0
General 2-Slot34	Empty	0	0	0
General 2-Slot35	Empty	0	0	0
General 2-Slot36	Empty	0	0	0
General 2-Slot37	Unparalleled Vigorous Shard of Distant Echoes	161292	1	6
General 2-Slot38	Lantern	145349	38	6
General 2-Slot39	Pedestal of Veeshan	75999	1	6
General 2-Slot40	Konikor Carafe	129899	1	34
General 2-Slot40-Slot1	Empty	0	0	0
General 2-Slot40-Slot2	Empty	0	0	0
General 2-Slot40-Slot3	Empty	0	0	0
General 2-Slot40-Slot4	Empty	0	0	0
General 2-Slot40-Slot5	Empty	0	0	0
General 2-Slot40-Slot6	Empty	0	0	0
General 2-Slot40-Slot7	Empty	0	0	0
General 2-Slot40-Slot8	Empty	0	0	0
General 2-Slot40-Slot9	Empty	0	0	0
General 2-Slot40-Slot10	Empty	0	0	0
General 2-Slot40-Slot11	Empty	0	0	0
General 2-Slot40-Slot12	Empty	0	0	0
General 2-Slot40-Slot13	Empty	0	0	0
General 2-Slot40-Slot14	Empty	0	0	0
General 2-Slot40-Slot15	Empty	0	0	0
General 2-Slot40-Slot16	Empty	0	0	0
General 2-Slot40-Slot17	Empty	0	0	0
General 2-Slot40-Slot18	Empty	0	0	0
General 2-Slot40-Slot19	Empty	0	0	0
General 2-Slot40-Slot20	Empty	0	0	0
General 2-Slot40-Slot21	Empty	0	0	0
General 2-Slot40-Slot22	Empty	0	0	0
General 2-Slot40-Slot23	Empty	0	0	0
General 2-Slot40-Slot24	Empty	0	0	0
General 2-Slot40-Slot25	Empty	0	0	0
General 2-Slot40-Slot26	Empty	0	0	0
General 2-Slot40-Slot27	Empty	0	0	0
General 2-Slot40-Slot28	Empty	0	0	0
General 2-Slot40-Slot29	Empty	0	0	0
General 2-Slot40-Slot30	Empty	0	0	0
General 2-Slot40-Slot31	Empty	0	0	0
General 2-Slot40-Slot32	Empty	0	0	0
General 2-Slot40-Slot33	Empty	0	0	0
General 2-Slot40-Slot34	Empty	0	0	0
General 2-Slot41	Unraveling Focus of Fortitude	170818	1	6
General 2-Slot42	Luclinite Ensanguined Gem of Security	167573	1	6
General 2-Slot43	Devotee's Attacker of Legacies Lost	153893	1	6
General 2-Slot44	Frozen Piece of the Moon	165369	1	6
General 2-Slot45	Journeyman's Compass	127551	1	6
General 2-Slot46	Tegi Contemplation Sphere	169166	1	6
General 2-Slot47	Lockpicks	13010	1	6
General 2-Slot48	Empty	0	0	0
General 3	Stormslayer's Backpack	153978	1	48
General 3-Slot1	Emberquartz Slayer Source	171189	1	6
General 3-Slot2	Bug Squasher	171346	1	6
General 3-Slot2-Slot1	Empty	0	0	0
General 3-Slot2-Slot2	Empty	0	0	0
General 3-Slot3	Terrapin Scale Cloak	171328	1	6
General 3-Slot3-Slot1	Empty	0	0	0
General 3-Slot3-Slot2	Empty	0	0	0
General 3-Slot3-Slot3	Empty	0	0	0
General 3-Slot4	Consigned Bite of the Shissar XXII	159952	1	6
General 3-Slot5	Tent Peg	145346	1	6
General 3-Slot6	Obscured Gallant Resonance Hands Armor	171772	1	2
General 3-Slot6-Slot1	Empty	0	0	0
General 3-Slot6-Slot2	Empty	0	0	0
General 3-Slot7	Obscured Gallant Resonance Hands Armor	171772	1	2
General 3-Slot7-Slot1	Empty	0	0	0
General 3-Slot7-Slot2	Empty	0	0	0
General 3-Slot8	Emberquartz Slayer Source	171189	1	6
General 3-Slot9	Extra Planar Potential Shard	148442	1	6
General 3-Slot10	Extra Planar Potential Shard	148442	1	6
General 3-Slot11	Extra Planar Potential Shard	148442	1	6
General 3-Slot12	Extra Planar Potential Shard	148442	1	6
General 3-Slot13	Extra Planar Potential Shard	148442	1	6
General 3-Slot14	Extra Planar Potential Shard	148442	1	6
General 3-Slot15	Extra Planar Potential Shard	148442	1	6
General 3-Slot16	Extra Planar Potential Shard	148442	1	6
General 3-Slot17	Extra Planar Potential Shard	148442	1	6
General 3-Slot18	Extra Planar Potential Shard	148442	1	6
General 3-Slot19	Extra Planar Potential Shard	148442	1	6
General 3-Slot20	Extra Planar Potential Shard	148442	1	6
General 3-Slot21	Extra Planar Potential Shard	148442	1	6
General 3-Slot22	Extra Planar Potential Shard	148442	1	6
General 3-Slot23	Extra Planar Potential Shard	148442	1	6
General 3-Slot24	Extra Planar Potential Shard	148442	1	6
General 3-Slot25	Extra Planar Potential Shard	148442	1	6
General 3-Slot26	Extra Planar Potential Shard	148442	1	6
General 3-Slot27	Emberquartz Protector Source	171183	1	6
General 3-Slot28	Empty	0	0	0
General 3-Slot29	Empty	0	0	0
General 3-Slot30	Empty	0	0	0
General 3-Slot31	Empty	0	0	0
General 3-Slot32	Empty	0	0	0
General 3-Slot33	Empty	0	0	0
General 3-Slot34	Empty	0	0	0
General 3-Slot35	Empty	0	0	0
General 3-Slot36	Vortexborn Husk	172498	1	6
General 3-Slot37	Empty	0	0	0
General 3-Slot38	Empty	0	0	0
General 3-Slot39	Empty	0	0	0
General 3-Slot40	Empty	0	0	0
General 3-Slot41	Empty	0	0	0
General 3-Slot42	Empty	0	0	0
General 3-Slot43	Empty	0	0	0
General 3-Slot44	Empty	0	0	0
General 3-Slot45	Empty	0	0	0
General 3-Slot46	Maestro's Baton Ornament	113593	1	6
General 3-Slot47	Metamorph: Chromatic Songwing	113594	1	6
General 3-Slot48	Nightslayer's Backpack	164566	1	44
General 3-Slot48-Slot1	Empty	0	0	0
General 3-Slot48-Slot2	Empty	0	0	0
General 3-Slot48-Slot3	Empty	0	0	0
General 3-Slot48-Slot4	Empty	0	0	0
General 3-Slot48-Slot5	Empty	0	0	0
General 3-Slot48-Slot6	Empty	0	0	0
General 3-Slot48-Slot7	Empty	0	0	0
General 3-Slot48-Slot8	Empty	0	0	0
General 3-Slot48-Slot9	Empty	0	0	0
General 3-Slot48-Slot10	Empty	0	0	0
General 3-Slot48-Slot11	Empty	0	0	0
General 3-Slot48-Slot12	Empty	0	0	0
General 3-Slot48-Slot13	Empty	0	0	0
General 3-Slot48-Slot14	Empty	0	0	0
General 3-Slot48-Slot15	Empty	0	0	0
General 3-Slot48-Slot16	Empty	0	0	0
General 3-Slot48-Slot17	Empty	0	0	0
General 3-Slot48-Slot18	Empty	0	0	0
General 3-Slot48-Slot19	Empty	0	0	0
General 3-Slot48-Slot20	Empty	0	0	0
General 3-Slot48-Slot21	Empty	0	0	0
General 3-Slot48-Slot22	Empty	0	0	0
General 3-Slot48-Slot23	Empty	0	0	0
General 3-Slot48-Slot24	Empty	0	0	0
General 3-Slot48-Slot25	Empty	0	0	0
General 3-Slot48-Slot26	Empty	0	0	0
General 3-Slot48-Slot27	Empty	0	0	0
General 3-Slot48-Slot28	Empty	0	0	0
General 3-Slot48-Slot29	Empty	0	0	0
General 3-Slot48-Slot30	Empty	0	0	0
General 3-Slot48-Slot31	Empty	0	0	0
General 3-Slot48-Slot32	Empty	0	0	0
General 3-Slot48-Slot33	Empty	0	0	0
General 3-Slot48-Slot34	Empty	0	0	0
General 3-Slot48-Slot35	Empty	0	0	0
General 3-Slot48-Slot36	Empty	0	0	0
General 3-Slot48-Slot37	Empty	0	0	0
General 3-Slot48-Slot38	Empty	0	0	0
General 3-Slot48-Slot39	Empty	0	0	0
General 3-Slot48-Slot40	Empty	0	0	0
General 3-Slot48-Slot41	Empty	0	0	0
General 3-Slot48-Slot42	Empty	0	0	0
General 3-Slot48-Slot43	Empty	0	0	0
General 3-Slot48-Slot44	Empty	0	0	0
General 4	Laurion Inn Hope Chest	171975	1	46
General 4-Slot1	Voidstone Ore Powder	170311	34	6
General 4-Slot2	Grandiose Pauldrons of the Contracted	161700	1	6
General 4-Slot3	Empty	0	0	0
General 4-Slot4	Reflective Emberquartz Ore	154757	10	6
General 4-Slot5	Seal of the Sword	110395	1	6
General 4-Slot6	Empty	0	0	0
General 4-Slot7	Smoldering Core of Radir	169169	1	6
General 4-Slot8	Emberquartz Slayer Source	171189	1	6
General 4-Slot9	Astral Star Fruit	87361	32	6
General 4-Slot10	Serene Game Meat	154766	19	6
General 4-Slot11	Reflective Emberquartz Crystal	154758	6	6
General 4-Slot12	Emberquartz Slayer Source	171189	1	6
General 4-Slot13	Voidstone Ore	170300	36	6
General 4-Slot14	Cloth Bolt	81986	117	6
General 4-Slot15	Voidstone Infused Hide	170302	5	6
General 4-Slot16	Voidstone Infused Silk	170303	164	6
General 4-Slot17	Voidstone Crystal	170301	2	6
General 4-Slot18	Steel Ingot	81985	76	6
General 4-Slot19	Serene Pluot Fruit	154769	11	6
General 4-Slot20	Wild Harvest Cut	87355	15	6
General 4-Slot21	Celestial Springflow	87362	4	6
General 4-Slot22	Empty	0	0	0
General 4-Slot23	Empty	0	0	0
General 4-Slot24	Serene Spring Water	154770	32	6
General 4-Slot25	Empty	0	0	0
General 4-Slot26	Empty	0	0	0
General 4-Slot27	Empty	0	0	0
General 4-Slot28	Spiritual Luclinite Tainted Topaz	159701	1	6
General 4-Slot29	Empty	0	0	0
General 4-Slot30	Spiritual Luclinite Tainted Timber	159704	40	6
General 4-Slot31	Empty	0	0	0
General 4-Slot32	Empty	0	0	0
General 4-Slot33	Starborne Lychee	87360	6	6
General 4-Slot34	Reptilian Egg	87372	7	6
General 4-Slot35	Cinnamon Sticks	14954	2	6
General 4-Slot36	Voidstone Infused Timber	170304	9	6
General 4-Slot37	Empty	0	0	0
General 4-Slot38	Empty	0	0	0
General 4-Slot39	Empty	0	0	0
General 4-Slot40	Empty	0	0	0
General 4-Slot41	Empty	0	0	0
General 4-Slot42	Empty	0	0	0
General 4-Slot43	Scalewrought's Voidstone Privet	170507	1	6
General 4-Slot44	Distilled Grade A Gormar Venom	76874	12	6
General 4-Slot45	Tainted Laburnum	76917	9	6
General 4-Slot46	Tainted Privet	76918	9	6
General 5	Mythslayer's Backpack	151240	1	46
General 5-Slot1	Adroit Ring of Eternal Reverie	171934	1	6
General 5-Slot1-Slot1	Empty	0	0	0
General 5-Slot1-Slot2	Empty	0	0	0
General 5-Slot1-Slot3	Empty	0	0	0
General 5-Slot2	Injection Dagger of Eternal Reverie	171954	1	6
General 5-Slot2-Slot1	Empty	0	0	0
General 5-Slot2-Slot2	Empty	0	0	0
General 5-Slot3	Suffering	171716	1	6
General 5-Slot3-Slot1	Irae Faycite Shard: Venomous Blade	159581	1	6
General 5-Slot3-Slot2	Empty	0	0	0
General 5-Slot3-Slot3	Empty	0	0	0
General 5-Slot4	Shadowscale Leggings of Eternal Reverie	171862	1	6
General 5-Slot4-Slot1	Empty	0	0	0
General 5-Slot4-Slot2	Empty	0	0	0
General 5-Slot4-Slot3	Extra Planar Potential Shard	148442	1	6
General 5-Slot4-Slot4	Empty	0	0	0
General 5-Slot5	Assaulter's Belt	171737	1	6
General 5-Slot5-Slot1	Tempus Faycite Shard: Crinotoxin Discipline	159582	1	6
General 5-Slot5-Slot2	Empty	0	0	0
General 5-Slot5-Slot3	Empty	0	0	0
General 5-Slot6	Shadowscale Sleeves of Eternal Reverie	171861	1	6
General 5-Slot6-Slot1	Empty	0	0	0
General 5-Slot6-Slot2	Empty	0	0	0
General 5-Slot6-Slot3	Extra Planar Potential Shard	148442	1	6
General 5-Slot6-Slot4	Empty	0	0	0
General 5-Slot7	Akuel`Dator, Stud of Might	167316	1	6
General 5-Slot7-Slot1	Empty	0	0	0
General 5-Slot7-Slot2	Empty	0	0	0
General 5-Slot7-Slot3	Empty	0	0	0
General 5-Slot8	Staff of Akhevan Devotion	167364	1	6
General 5-Slot8-Slot1	Empty	0	0	0
General 5-Slot8-Slot2	Empty	0	0	0
General 5-Slot8-Slot3	Empty	0	0	0
General 5-Slot8-Slot4	Empty	0	0	0
General 5-Slot8-Slot5	Empty	0	0	0
General 5-Slot9	Empty	0	0	0
General 5-Slot10	Empty	0	0	0
General 5-Slot11	Empty	0	0	0
General 5-Slot12	Emberquartz Protector Source	171183	1	6
General 5-Slot13	Wyndrazer	171366	1	6
General 5-Slot13-Slot1	Empty	0	0	0
General 5-Slot13-Slot2	Empty	0	0	0
General 5-Slot13-Slot3	Empty	0	0	0
General 5-Slot13-Slot4	Empty	0	0	0
General 5-Slot13-Slot5	Empty	0	0	0
General 5-Slot14	Emblazoned Goblet of Vitality	171329	1	6
General 5-Slot14-Slot1	Empty	0	0	0
General 5-Slot14-Slot2	Empty	0	0	0
General 5-Slot14-Slot3	Empty	0	0	0
General 5-Slot15	Kor's Ritual Scepter	171356	1	6
General 5-Slot15-Slot1	Empty	0	0	0
General 5-Slot15-Slot2	Empty	0	0	0
General 5-Slot16	Protection of Periwinkle	171343	1	6
General 5-Slot16-Slot1	Empty	0	0	0
General 5-Slot16-Slot2	Empty	0	0	0
General 5-Slot16-Slot3	Empty	0	0	0
General 5-Slot16-Slot4	Empty	0	0	0
General 5-Slot17	Signet of Dalnavy	171334	1	6
General 5-Slot17-Slot1	Empty	0	0	0
General 5-Slot17-Slot2	Empty	0	0	0
General 5-Slot17-Slot3	Empty	0	0	0
General 5-Slot18	Crystalline Cloak of Shadows	167328	1	6
General 5-Slot18-Slot1	Empty	0	0	0
General 5-Slot18-Slot2	Empty	0	0	0
General 5-Slot18-Slot3	Empty	0	0	0
General 5-Slot19	Havoc Fracture	172470	1	6
General 5-Slot20	Empty	0	0	0
General 5-Slot21	Unraveling Focus of Heroism	170819	1	6
General 5-Slot22	Empty	0	0	0
General 5-Slot23	Performer's Lucky Charm	169371	1	6
General 5-Slot24	Spittle Pocked Yttrium Coin	169370	1	6
General 5-Slot25	Part of Grimthor's Distillery's Sign	128840	1	6
General 5-Slot26	Reflective Emberquartz Powder	154776	23	6
General 5-Slot27	Prize: Ping's Protective Potion Pack	114868	1	6
General 5-Slot28	Prize: Ping's Protective Potion Pack	114868	1	6
General 5-Slot29	Emberquartz Slayer Source	171189	1	6
General 5-Slot30	Parogressio	141737	1	6
General 5-Slot30-Slot1	Empty	0	0	0
General 5-Slot30-Slot2	Empty	0	0	0
General 5-Slot31	Rapidious Sun Shaving	171174	1	6
General 5-Slot32	Rapidious Sun Shaving	171174	1	6
General 5-Slot33	Rapidious Sun Shaving	171174	1	6
General 5-Slot34	Rapidious Sun Shaving	171174	1	6
General 5-Slot35	Rapidious Sun Shaving	171174	1	6
General 5-Slot36	Flawless Larkspur	44941	1	6
General 5-Slot37	Tainted Muscimol	76913	8	6
General 5-Slot38	Emulsifier	44906	108	6
General 5-Slot39	Thick Suspension Fluid	44901	205	6
General 5-Slot40	Voidstone Infused Poison Vial	170463	99	6
General 5-Slot41	Voidstone Infused Sealed Poison Vial	170464	485	6
General 5-Slot42	Unrelenting Bijou of Hope	171715	1	6
General 5-Slot42-Slot1	Durus Faycite Shard: Reckless Edge Discipline	159580	1	6
General 5-Slot42-Slot2	Empty	0	0	0
General 5-Slot42-Slot3	Empty	0	0	0
General 5-Slot43	Acolyte's Focus of the Harbinger	169769	2	6
General 5-Slot44	Emberquartz Slayer Source	171189	1	6
General 5-Slot45	Emberquartz Slayer Source	171189	1	6
General 5-Slot46	Jade Nimbus	109259	1	6
General 6	Stormslayer's Chest	153962	1	52
General 6-Slot1	Luclinite Laced Nigriventer Venom	166422	219	6
General 6-Slot2	Emberquartz Flecked Caladium	159948	29	6
General 6-Slot3	Emberquartz Flecked Taipan Venom	159943	153	6
General 6-Slot4	Lacertilia Venom	152462	28	6
General 6-Slot5	Emberquartz Flecked Gormar Venom	159942	103	6
General 6-Slot6	Animal Venom	81994	169	6
General 6-Slot7	Desiccated Laburnum	152657	100	6
General 6-Slot8	Desiccated Caladium	152656	76	6
General 6-Slot9	Desiccated Muscimol	152653	110	6
General 6-Slot10	Scalewrought's Voidstone Bane	170497	88	6
General 6-Slot11	Scalewrought's Voidstone Caladium	170505	12	6
General 6-Slot12	Scalewrought's Voidstone Contaminant	170501	166	6
General 6-Slot13	Luclinite Laced Choresine Sample	166426	229	6
General 6-Slot14	Scalewrought's Voidstone Pestilence	170500	241	6
General 6-Slot15	Emberquartz Flecked Nigriventer Venom	159940	17	6
