Location	Name	ID	Count	Slots
Feet-Slot2	Concentrated Goblin Smarts	171370	1	6
Feet-Slot3	Extra Planar Potential Shard	148442	1	6
Feet-Slot4	Empty	0	0	0
Waist	Skyguard's Formal Sash	173737	1	6
Waist-Slot1	Empty	0	0	0
Waist-Slot2	Arcane Gem of Artfulness	175174	1	6
Waist-Slot3	Acrobat's Gem of Uprising	173572	1	6
Power Source	Riven Arcana Slayer Source	175189	1	6
Ammo	Intricate Jewelers Glass	95035	1	6
Ammo-Slot1	Empty	0	0	0
General 1	Mythslayer's Backpack	151240	1	46
General 1-Slot1	Sealed Riven Arcana Slayer Source	175194	34	6
General 1-Slot2	Empty	0	0	0
General 1-Slot3	Water Flask	13006	885	6
General 1-Slot4	Joy of the Dancer	175169	1	6
General 1-Slot5	Luclin Garlic Stir-Fry	166319	16	6
General 1-Slot6	Coach's Champion Ring	173334	1	6
General 1-Slot6-Slot1	Empty	0	0	0
General 1-Slot6-Slot2	Empty	0	0	0
General 1-Slot6-Slot3	Empty	0	0	0
General 1-Slot7	Tuft of Grizzly Bear Fur	77691	1	6
General 1-Slot8	Fishing Bait	13101	968	6
General 1-Slot9	Diminished Shattered Dominion Head Armor	175991	1	2
General 1-Slot9-Slot1	Empty	0	0	0
General 1-Slot9-Slot2	Empty	0	0	0
General 1-Slot10	Empty	0	0	0
General 1-Slot11	Empty	0	0	0
General 1-Slot12	Empty	0	0	0
General 1-Slot13	Empty	0	0	0
General 1-Slot14	Ogre Swill	13038	728	6
General 1-Slot15	Trinket of the Fire Snail	175168	1	6
General 1-Slot16	Iridescent Molt Plume	172520	1	6
General 1-Slot17	Tears of Life and Death	109764	1	6
General 1-Slot18	Fellowship Registration Insignia	34023	1	6
General 1-Slot19	Empty	0	0	0
General 1-Slot20	Ruby of Offense	111801	1	6
General 1-Slot21	Empty	0	0	0
General 1-Slot22	Hermit Crab	65487	55	6
General 1-Slot23	Farseeker's Plate Chestguard of Harmony	70907	1	6
General 1-Slot23-Slot1	Empty	0	0	0
General 1-Slot23-Slot2	Empty	0	0	0
General 1-Slot24	Vial of Glowing Scrykin Blood	168133	4	6
General 1-Slot25	Empty	0	0	0
General 1-Slot26	Rock Crab	65482	59	6
General 1-Slot27	Fishing Grubs	13106	296	6
General 1-Slot28	Extra Planar Potential Shard	148442	1	6
General 1-Slot29	Empty	0	0	0
General 1-Slot30	Trace of Stony Sentience	169382	1	6
General 1-Slot31	Class XIV Augmentation Distiller	47014	6	6
General 1-Slot32	Mysterious Magical Clump	168132	1	6
General 1-Slot33	Voidstone Ore Powder	170311	9	6
General 1-Slot34	Extra Planar Potential Shard	148442	1	6
General 1-Slot35	Empty	0	0	0
General 1-Slot36	Elder Source of Creation	139828	1	6
General 1-Slot37	The Golden Hammer	173747	1	6
General 1-Slot37-Slot1	Empty	0	0	0
General 1-Slot37-Slot2	Empty	0	0	0
General 1-Slot38	Loremaster Bracer of Spectral Luminosity	169650	1	6
General 1-Slot38-Slot1	Empty	0	0	0
General 1-Slot38-Slot2	Empty	0	0	0
General 1-Slot38-Slot3	Empty	0	0	0
General 1-Slot38-Slot4	Empty	0	0	0
General 1-Slot39	Indurate Monitor Eye	173375	1	6
General 1-Slot40	Unraveling Focus of Heroism	170819	1	6
General 1-Slot41	Snake Egg	13088	293	6
General 1-Slot42	Finesse Core of Rebellion	170455	1	6
General 1-Slot43	Inert Lesser Engram	170291	1	6
General 1-Slot44	Unraveling Amice Fastener	170795	1	6
General 1-Slot45	Suit of Bound Leviathan Plate	174363	1	6
General 1-Slot46	Sprung Fingercuff	171732	1	6
General 1-Slot46-Slot1	Empty	0	0	0
General 1-Slot46-Slot2	Empty	0	0	0
General 1-Slot46-Slot3	Empty	0	0	0
General 2	Broodslayer's Backpack	151799	1	48
General 2-Slot1	Loremaster Bracer of the Bound	173650	1	6
General 2-Slot1-Slot1	Empty	0	0	0
General 2-Slot1-Slot2	Empty	0	0	0
General 2-Slot1-Slot3	Extra Planar Potential Shard	148442	1	6
General 2-Slot1-Slot4	Empty	0	0	0
General 2-Slot2	Loremaster Bracer of the Bound	173650	1	6
General 2-Slot2-Slot1	Empty	0	0	0
General 2-Slot2-Slot2	Empty	0	0	0
General 2-Slot2-Slot3	Empty	0	0	0
General 2-Slot2-Slot4	Empty	0	0	0
General 2-Slot3	Golden Belly Chains	173337	1	6
General 2-Slot3-Slot1	Empty	0	0	0
General 2-Slot3-Slot2	Empty	0	0	0
General 2-Slot3-Slot3	Empty	0	0	0
General 2-Slot4	Mask of Echoing Whispers	114992	1	6
General 2-Slot4-Slot1	Empty	0	0	0
General 2-Slot4-Slot2	Empty	0	0	0
General 2-Slot4-Slot3	Empty	0	0	0
General 2-Slot5	Loremaster Boots of Uprising	173452	1	6
General 2-Slot5-Slot1	Empty	0	0	0
General 2-Slot5-Slot2	Empty	0	0	0
General 2-Slot5-Slot3	Empty	0	0	0
General 2-Slot5-Slot4	Empty	0	0	0
General 2-Slot6	Security Gem of Perpetual Reverie	171573	1	6
General 2-Slot7	Empty	0	0	0
General 2-Slot8	Empty	0	0	0
General 2-Slot9	Empty	0	0	0
General 2-Slot10	Green Ethereal Fragment	133183	1	6
General 2-Slot11	Riven Arcana Crystal	170823	4	6
General 2-Slot12	Jellyfish Goo	172584	1	6
General 2-Slot13	Arcana Imbued Caladium	170887	303	6
General 2-Slot14	Windstone of Virtue	175372	1	6
General 2-Slot15	Pod of Water	13044	906	6
General 2-Slot16	Empty	0	0	0
General 2-Slot17	Emberquartz Flecked Larkspur	159947	2	6
General 2-Slot18	Emberquartz Slayer Source	171189	1	6
General 2-Slot19	Emberquartz Flecked Laburnum	159949	1	6
General 2-Slot20	Vegetables	13419	67	6
General 2-Slot21	Gem of Sly Wind	175378	1	6
General 2-Slot22	Empty	0	0	0
General 2-Slot23	Spiritually Faded Luclinite Gem of Adroitness	159814	1	2
General 2-Slot23-Slot1	Empty	0	0	0
General 2-Slot23-Slot2	Empty	0	0	0
General 2-Slot24	Spiritually Faded Luclinite Gem of Security	159816	1	2
General 2-Slot24-Slot1	Empty	0	0	0
General 2-Slot24-Slot2	Empty	0	0	0
General 2-Slot25	Empty	0	0	0
General 2-Slot26	Lockpicks	13010	1	6
General 2-Slot27	Berries	13045	672	6
General 2-Slot28	Emberquartz Flecked Oleander	159946	41	6
General 2-Slot29	Emberquartz Flecked Delphinium	159951	1	6
General 2-Slot30	Alligator Eggs	14947	1	6
General 2-Slot31	Arcana Imbued Muscimol	170884	1000	6
General 2-Slot32	Scalewrought's Voidstone Laburnum	170506	4	6
General 2-Slot33	Arcana Imbued Oleander	170885	680	6
General 2-Slot34	Uncanny Ambrosial Water	170835	1000	6
General 2-Slot35	Uncanny Metronomic Apple	170832	793	6
General 2-Slot36	Snake Egg	13088	1000	6
General 2-Slot37	Arcana Imbued Laburnum	170888	356	6
General 2-Slot38	Arcana Imbued Privet	170889	413	6
General 2-Slot39	Scalewrought's Voidstone Muscimol	170502	14	6
General 2-Slot40	Uncanny Polyphemic Potato	170834	368	6
General 2-Slot41	Fruit	13046	691	6
General 2-Slot42	White Gilded Lodestone	173370	1	6
General 2-Slot43	Cinnamon Sticks	14954	360	6
General 2-Slot44	Van's Gem of Tranquility	173172	1	6
General 2-Slot45	Uncanny Cereous Lemon	170833	270	6
General 2-Slot46	Uncanny Ambrosial Water	170835	218	6
General 2-Slot47	Reptilian Egg	87372	38	6
General 2-Slot48	Energized Greater Engram	170298	1	6
General 3	Reinforced Scalewrought Footlocker	174037	1	46
General 3-Slot1	Mask of Echoing Whispers	114992	1	6
General 3-Slot1-Slot1	Empty	0	0	0
General 3-Slot1-Slot2	Empty	0	0	0
General 3-Slot1-Slot3	Empty	0	0	0
General 3-Slot2	Loremaster Bracer of Perpetual Reverie	171450	1	6
General 3-Slot2-Slot1	Empty	0	0	0
General 3-Slot2-Slot2	Empty	0	0	0
General 3-Slot2-Slot3	Extra Planar Potential Shard	148442	1	6
General 3-Slot2-Slot4	Empty	0	0	0
General 3-Slot3	Acolyte's Defending Magic of the Selenelion	109561	1	6
General 3-Slot4	Core of Resolve	110397	1	6
General 3-Slot5	Steely Stone of Buckling	171179	1	6
General 3-Slot6	Spiked Fang	163368	1	6
General 3-Slot7	Scalewrought's Voidstone Privet	170507	1	6
General 3-Slot8	Snail Shell	65481	16	6
General 3-Slot9	Energized Minor Engram	170295	1	6
General 3-Slot10	Energized Minor Engram	170295	1	6
General 3-Slot11	Energized Lesser Engram	170296	1	6
General 3-Slot12	Energized Median Engram	170297	1	6
General 3-Slot13	Arcana Imbued Muscimol	170884	231	6
General 3-Slot14	Scalewrought's Voidstone Larkspur	170504	2	6
General 3-Slot15	Scalewrought's Voidstone Caladium	170505	3	6
General 3-Slot16	Scalewrought's Voidstone Delphinium	170508	1	6
General 3-Slot17	Rabbit Meat	13048	8	6
General 3-Slot18	Empty	0	0	0
General 3-Slot19	Empty	0	0	0
General 3-Slot20	Empty	0	0	0
General 3-Slot21	Empty	0	0	0
General 3-Slot22	Empty	0	0	0
General 3-Slot23	Empty	0	0	0
General 3-Slot24	Empty	0	0	0
General 3-Slot25	Empty	0	0	0
General 3-Slot26	Empty	0	0	0
General 3-Slot27	Empty	0	0	0
General 3-Slot28	Empty	0	0	0
General 3-Slot29	Empty	0	0	0
General 3-Slot30	Empty	0	0	0
General 3-Slot31	Empty	0	0	0
General 3-Slot32	Flowing Gem of Uprising	173580	1	6
General 3-Slot33	Empty	0	0	0
General 3-Slot34	Empty	0	0	0
General 3-Slot35	Empty	0	0	0
General 3-Slot36	Empty	0	0	0
General 3-Slot37	Empty	0	0	0
General 3-Slot38	Empty	0	0	0
General 3-Slot39	Empty	0	0	0
General 3-Slot40	Empty	0	0	0
General 3-Slot41	Empty	0	0	0
General 3-Slot42	Empty	0	0	0
General 3-Slot43	Empty	0	0	0
General 3-Slot44	Empty	0	0	0
General 3-Slot45	Empty	0	0	0
General 3-Slot46	Unraveling Focus of Heroism	170819	1	6
General 4	Broodslayer's Rucksack	151798	1	46
General 4-Slot1	Cerulean Gemmed Ring of the Enlightened	173333	1	6
General 4-Slot1-Slot1	Empty	0	0	0
General 4-Slot1-Slot2	Empty	0	0	0
General 4-Slot1-Slot3	Empty	0	0	0
General 4-Slot2	Ruthenium Ruby Ring	173332	1	6
General 4-Slot2-Slot1	Empty	0	0	0
General 4-Slot2-Slot2	Empty	0	0	0
General 4-Slot2-Slot3	Empty	0	0	0
General 4-Slot3	Ruthenium Ruby Ring	173332	1	6
General 4-Slot3-Slot1	Empty	0	0	0
General 4-Slot3-Slot2	Empty	0	0	0
General 4-Slot3-Slot3	Empty	0	0	0
General 4-Slot4	Mythical Eye Mask	173318	1	6
General 4-Slot4-Slot1	Empty	0	0	0
General 4-Slot4-Slot2	Empty	0	0	0
General 4-Slot4-Slot3	Empty	0	0	0
General 4-Slot5	Defiant Ring of Mokolin	173132	1	6
General 4-Slot5-Slot1	Empty	0	0	0
General 4-Slot5-Slot2	Empty	0	0	0
General 4-Slot5-Slot3	Empty	0	0	0
General 4-Slot6	Riyu's Stolen Favor	173133	1	6
General 4-Slot6-Slot1	Empty	0	0	0
General 4-Slot6-Slot2	Empty	0	0	0
General 4-Slot6-Slot3	Empty	0	0	0
General 4-Slot7	Sinful Chain of the Addicted	173137	1	6
General 4-Slot7-Slot1	Empty	0	0	0
General 4-Slot7-Slot2	Empty	0	0	0
General 4-Slot7-Slot3	Empty	0	0	0
General 4-Slot8	Flexible Shoulder Pads	173325	1	6
General 4-Slot8-Slot1	Empty	0	0	0
General 4-Slot8-Slot2	Empty	0	0	0
General 4-Slot8-Slot3	Empty	0	0	0
General 4-Slot9	Vargalon the Dredge	173360	1	6
General 4-Slot9-Slot1	Empty	0	0	0
General 4-Slot9-Slot2	Empty	0	0	0
General 4-Slot9-Slot3	Empty	0	0	0
General 4-Slot10	Trainer's Sledgehammer	173364	1	6
General 4-Slot10-Slot1	Empty	0	0	0
General 4-Slot10-Slot2	Empty	0	0	0
General 4-Slot10-Slot3	Empty	0	0	0
General 4-Slot10-Slot4	Empty	0	0	0
General 4-Slot10-Slot5	Empty	0	0	0
General 4-Slot11	Dancing Eye	173338	1	6
General 4-Slot11-Slot1	Empty	0	0	0
General 4-Slot11-Slot2	Empty	0	0	0
General 4-Slot11-Slot3	Empty	0	0	0
General 4-Slot11-Slot4	Empty	0	0	0
General 4-Slot12	Golden Belly Chains	173337	1	6
General 4-Slot12-Slot1	Empty	0	0	0
General 4-Slot12-Slot2	Empty	0	0	0
General 4-Slot12-Slot3	Empty	0	0	0
General 4-Slot13	Loremaster Helm of Steadfast Resolve	171253	1	6
General 4-Slot13-Slot1	Empty	0	0	0
General 4-Slot13-Slot2	Empty	0	0	0
General 4-Slot13-Slot3	Empty	0	0	0
General 4-Slot13-Slot4	Empty	0	0	0
General 4-Slot14	Loremaster Boots of the Shackled	173252	1	6
General 4-Slot14-Slot1	Empty	0	0	0
General 4-Slot14-Slot2	Empty	0	0	0
General 4-Slot14-Slot3	Empty	0	0	0
General 4-Slot14-Slot4	Empty	0	0	0
General 4-Slot15	Loremaster Greaves of the Shackled	173255	1	6
General 4-Slot15-Slot1	Empty	0	0	0
General 4-Slot15-Slot2	Empty	0	0	0
General 4-Slot15-Slot3	Empty	0	0	0
General 4-Slot15-Slot4	Empty	0	0	0
General 4-Slot16	Obscured Chest Armor of the Shackled	174014	1	2
General 4-Slot16-Slot1	Empty	0	0	0
General 4-Slot16-Slot2	Empty	0	0	0
General 4-Slot17	Sledge of the Sadistic	173346	1	6
General 4-Slot17-Slot1	Empty	0	0	0
General 4-Slot17-Slot2	Empty	0	0	0
General 4-Slot18	Vitalmancer's Coat	173327	1	6
General 4-Slot18-Slot1	Empty	0	0	0
General 4-Slot18-Slot2	Empty	0	0	0
General 4-Slot18-Slot3	Empty	0	0	0
General 4-Slot19	Loremaster Vambraces of Uprising	173454	1	6
General 4-Slot19-Slot1	Empty	0	0	0
General 4-Slot19-Slot2	Empty	0	0	0
General 4-Slot19-Slot3	Empty	0	0	0
General 4-Slot19-Slot4	Empty	0	0	0
General 4-Slot20	Coach's Champion Ring	173334	1	6
General 4-Slot20-Slot1	Empty	0	0	0
General 4-Slot20-Slot2	Empty	0	0	0
General 4-Slot20-Slot3	Empty	0	0	0
General 4-Slot21	Invigilator's Bling	173316	1	6
General 4-Slot21-Slot1	Empty	0	0	0
General 4-Slot21-Slot2	Empty	0	0	0
General 4-Slot21-Slot3	Empty	0	0	0
General 4-Slot22	Power-Wrought Sword	173344	1	6
General 4-Slot22-Slot1	Empty	0	0	0
General 4-Slot22-Slot2	Empty	0	0	0
General 4-Slot23	Short Spear of Uprising	173549	1	6
General 4-Slot23-Slot1	Empty	0	0	0
General 4-Slot23-Slot2	Empty	0	0	0
General 4-Slot24	Sigil of Driving Power	173329	1	6
General 4-Slot24-Slot1	Empty	0	0	0
General 4-Slot24-Slot2	Empty	0	0	0
General 4-Slot24-Slot3	Empty	0	0	0
General 4-Slot25	Dreamspiral	171348	1	6
General 4-Slot25-Slot1	Empty	0	0	0
General 4-Slot25-Slot2	Empty	0	0	0
General 4-Slot26	Spearheader's Spear	173349	1	6
General 4-Slot26-Slot1	Empty	0	0	0
General 4-Slot26-Slot2	Empty	0	0	0
General 4-Slot27	Quickened Scalewrought Mace	173347	1	6
General 4-Slot27-Slot1	Empty	0	0	0
General 4-Slot27-Slot2	Empty	0	0	0
General 4-Slot28	Unparalleled Dynamic Stud of Distant Echoes	166884	1	6
General 4-Slot28-Slot1	Empty	0	0	0
General 4-Slot28-Slot2	Empty	0	0	0
General 4-Slot28-Slot3	Empty	0	0	0
General 4-Slot28-Slot4	Unparalleled Adroit Shard of Distant Echoes	161294	1	6
General 4-Slot29	Dragonkin Dagger	173354	1	6
General 4-Slot29-Slot1	Empty	0	0	0
General 4-Slot29-Slot2	Empty	0	0	0
General 4-Slot30	Woolen Choker	173320	1	6
General 4-Slot30-Slot1	Empty	0	0	0
General 4-Slot30-Slot2	Empty	0	0	0
General 4-Slot30-Slot3	Empty	0	0	0
General 4-Slot31	Administrator's Epaulet	173323	1	6
General 4-Slot31-Slot1	Empty	0	0	0
General 4-Slot31-Slot2	Empty	0	0	0
General 4-Slot31-Slot3	Empty	0	0	0
General 4-Slot32	Coach's Champion Ring	173334	1	6
General 4-Slot32-Slot1	Empty	0	0	0
General 4-Slot32-Slot2	Empty	0	0	0
General 4-Slot32-Slot3	Empty	0	0	0
General 4-Slot33	Manipulated Amice	173324	1	6
General 4-Slot33-Slot1	Empty	0	0	0
General 4-Slot33-Slot2	Empty	0	0	0
General 4-Slot33-Slot3	Empty	0	0	0
General 4-Slot34	Blind Eye Ornament	173339	1	6
General 4-Slot34-Slot1	Empty	0	0	0
General 4-Slot34-Slot2	Empty	0	0	0
General 4-Slot34-Slot3	Empty	0	0	0
General 4-Slot34-Slot4	Empty	0	0	0
General 4-Slot35	Waxing Crescent Loremaster Bracer	167050	1	6
General 4-Slot35-Slot1	Empty	0	0	0
General 4-Slot35-Slot2	Empty	0	0	0
General 4-Slot35-Slot3	Empty	0	0	0
General 4-Slot35-Slot4	Empty	0	0	0
General 4-Slot36	Woolen Choker	173320	1	6
General 4-Slot36-Slot1	Empty	0	0	0
General 4-Slot36-Slot2	Empty	0	0	0
General 4-Slot36-Slot3	Empty	0	0	0
General 4-Slot37	Buffed Dragonkin Talisman	173331	1	6
General 4-Slot37-Slot1	Empty	0	0	0
General 4-Slot37-Slot2	Empty	0	0	0
General 4-Slot37-Slot3	Empty	0	0	0
General 4-Slot38	Loremaster Gauntlets of Perpetual Reverie	171451	1	6
General 4-Slot38-Slot1	Empty	0	0	0
General 4-Slot38-Slot2	Empty	0	0	0
General 4-Slot38-Slot3	Empty	0	0	0
General 4-Slot38-Slot4	Empty	0	0	0
General 4-Slot39	Loremaster Helm of Uprising	173453	1	6
General 4-Slot39-Slot1	Empty	0	0	0
General 4-Slot39-Slot2	Empty	0	0	0
General 4-Slot39-Slot3	Stone of Tranquility	57000	1	6
General 4-Slot39-Slot4	Empty	0	0	0
General 4-Slot40	Visage of the Forgotten	114991	1	6
General 4-Slot40-Slot1	Empty	0	0	0
General 4-Slot40-Slot2	Empty	0	0	0
General 4-Slot40-Slot3	Empty	0	0	0
General 4-Slot41	Gleaming Silver Slayer Source	111673	1	6
General 4-Slot42	Loremaster Breastplate of Perpetual Reverie	171456	1	6
General 4-Slot42-Slot1	Empty	0	0	0
General 4-Slot42-Slot2	Empty	0	0	0
General 4-Slot42-Slot3	Empty	0	0	0
General 4-Slot42-Slot4	Empty	0	0	0
General 4-Slot43	Emberquartz Slayer Source	171189	1	6
General 4-Slot44	Emberquartz Slayer Source	171189	1	6
General 4-Slot45	Emberquartz Slayer Source	171189	1	6
General 4-Slot46	Unparalleled Charm of Distant Echoes	161261	1	6
General 4-Slot46-Slot1	Empty	0	0	0
General 4-Slot46-Slot2	Unparalleled Adroit Shard of Distant Echoes	161294	1	6
General 4-Slot46-Slot3	Empty	0	0	0
General 4-Slot46-Slot4	Empty	0	0	0
General 4-Slot46-Slot5	Empty	0	0	0
General 5	Broodslayer's Chest	151783	1	52
General 5-Slot1	Mythslayer's Satchel	151238	1	42
General 5-Slot1-Slot1	Empty	0	0	0
General 5-Slot1-Slot2	Empty	0	0	0
General 5-Slot1-Slot3	Empty	0	0	0
General 5-Slot1-Slot4	Empty	0	0	0
General 5-Slot1-Slot5	Empty	0	0	0
General 5-Slot1-Slot6	Empty	0	0	0
General 5-Slot1-Slot7	Empty	0	0	0
General 5-Slot1-Slot8	Empty	0	0	0
General 5-Slot1-Slot9	Empty	0	0	0
General 5-Slot1-Slot10	Empty	0	0	0
General 5-Slot1-Slot11	Empty	0	0	0
General 5-Slot1-Slot12	Empty	0	0	0
General 5-Slot1-Slot13	Empty	0	0	0
General 5-Slot1-Slot14	Empty	0	0	0
General 5-Slot1-Slot15	Empty	0	0	0
General 5-Slot1-Slot16	Empty	0	0	0
General 5-Slot1-Slot17	Empty	0	0	0
General 5-Slot1-Slot18	Empty	0	0	0
General 5-Slot1-Slot19	Empty	0	0	0
General 5-Slot1-Slot20	Empty	0	0	0
General 5-Slot1-Slot21	Empty	0	0	0
General 5-Slot1-Slot22	Empty	0	0	0
General 5-Slot1-Slot23	Empty	0	0	0
General 5-Slot1-Slot24	Empty	0	0	0
General 5-Slot1-Slot25	Empty	0	0	0
General 5-Slot1-Slot26	Empty	0	0	0
General 5-Slot1-Slot27	Empty	0	0	0
General 5-Slot1-Slot28	Empty	0	0	0
General 5-Slot1-Slot29	Empty	0	0	0
General 5-Slot1-Slot30	Empty	0	0	0
General 5-Slot1-Slot31	Empty	0	0	0
General 5-Slot1-Slot32	Empty	0	0	0
General 5-Slot1-Slot33	Empty	0	0	0
General 5-Slot1-Slot34	Empty	0	0	0
General 5-Slot1-Slot35	Empty	0	0	0
General 5-Slot1-Slot36	Empty	0	0	0
General 5-Slot1-Slot37	Empty	0	0	0
General 5-Slot1-Slot38	Empty	0	0	0
General 5-Slot1-Slot39	Empty	0	0	0
General 5-Slot1-Slot40	Empty	0	0	0
General 5-Slot1-Slot41	Empty	0	0	0
General 5-Slot1-Slot42	Empty	0	0	0
General 5-Slot2	Heroic Backpack of the Adventurer	135987	1	40
General 5-Slot2-Slot1	Empty	0	0	0
General 5-Slot2-Slot2	Empty	0	0	0
General 5-Slot2-Slot3	Empty	0	0	0
General 5-Slot2-Slot4	Empty	0	0	0
General 5-Slot2-Slot5	Empty	0	0	0
General 5-Slot2-Slot6	Empty	0	0	0
General 5-Slot2-Slot7	Empty	0	0	0
General 5-Slot2-Slot8	Empty	0	0	0
General 5-Slot2-Slot9	Empty	0	0	0
General 5-Slot2-Slot10	Empty	0	0	0
General 5-Slot2-Slot11	Empty	0	0	0
General 5-Slot2-Slot12	Empty	0	0	0
General 5-Slot2-Slot13	Empty	0	0	0
General 5-Slot2-Slot14	Empty	0	0	0
General 5-Slot2-Slot15	Empty	0	0	0
General 5-Slot2-Slot16	Empty	0	0	0
General 5-Slot2-Slot17	Empty	0	0	0
General 5-Slot2-Slot18	Empty	0	0	0
General 5-Slot2-Slot19	Empty	0	0	0
General 5-Slot2-Slot20	Empty	0	0	0
General 5-Slot2-Slot21	Empty	0	0	0
General 5-Slot2-Slot22	Empty	0	0	0
General 5-Slot2-Slot23	Empty	0	0	0
General 5-Slot2-Slot24	Empty	0	0	0
General 5-Slot2-Slot25	Empty	0	0	0
General 5-Slot2-Slot26	Empty	0	0	0
General 5-Slot2-Slot27	Empty	0	0	0
General 5-Slot2-Slot28	Empty	0	0	0
General 5-Slot2-Slot29	Empty	0	0	0
General 5-Slot2-Slot30	Empty	0	0	0
General 5-Slot2-Slot31	Empty	0	0	0
General 5-Slot2-Slot32	Empty	0	0	0
General 5-Slot2-Slot33	Empty	0	0	0
General 5-Slot2-Slot34	Empty	0	0	0
General 5-Slot2-Slot35	Empty	0	0	0
General 5-Slot2-Slot36	Empty	0	0	0
General 5-Slot2-Slot37	Empty	0	0	0
General 5-Slot2-Slot38	Empty	0	0	0
