Location	Name	ID	Count	Slots
General 1-Slot6-Slot15	Empty	0	0	0
General 1-Slot6-Slot16	Empty	0	0	0
General 1-Slot6-Slot17	Empty	0	0	0
General 1-Slot6-Slot18	Empty	0	0	0
General 1-Slot6-Slot19	Empty	0	0	0
General 1-Slot6-Slot20	Empty	0	0	0
General 1-Slot6-Slot21	Empty	0	0	0
General 1-Slot6-Slot22	Empty	0	0	0
General 1-Slot6-Slot23	Empty	0	0	0
General 1-Slot6-Slot24	Empty	0	0	0
General 1-Slot6-Slot25	Empty	0	0	0
General 1-Slot6-Slot26	Empty	0	0	0
General 1-Slot6-Slot27	Empty	0	0	0
General 1-Slot6-Slot28	Empty	0	0	0
General 1-Slot6-Slot29	Empty	0	0	0
General 1-Slot6-Slot30	Empty	0	0	0
General 1-Slot6-Slot31	Empty	0	0	0
General 1-Slot6-Slot32	Empty	0	0	0
General 1-Slot6-Slot33	Empty	0	0	0
General 1-Slot6-Slot34	Empty	0	0	0
General 1-Slot6-Slot35	Empty	0	0	0
General 1-Slot6-Slot36	Empty	0	0	0
General 1-Slot6-Slot37	Empty	0	0	0
General 1-Slot6-Slot38	Empty	0	0	0
General 1-Slot6-Slot39	Empty	0	0	0
General 1-Slot6-Slot40	Empty	0	0	0
General 1-Slot6-Slot41	Empty	0	0	0
General 1-Slot6-Slot42	Empty	0	0	0
General 1-Slot6-Slot43	Empty	0	0	0
General 1-Slot6-Slot44	Empty	0	0	0
General 1-Slot7	Ether-Fused Tea	85486	20	6
General 1-Slot8	Empty	0	0	0
General 1-Slot9	Ether-Fused Tea	85486	20	6
General 1-Slot10	Dark Reign Token	57209	1	6
General 1-Slot11	Empty	0	0	0
General 1-Slot12	Sealed Riven Arcana Conjuror Source	175193	7	6
General 1-Slot13	Empty	0	0	0
General 1-Slot14	Empty	0	0	0
General 1-Slot15	Empty	0	0	0
General 1-Slot16	Summoned: Nepeta Mint Tea	109888	20	6
General 1-Slot17	Summoned: Nepeta Mint Tea	109888	20	6
General 1-Slot18	Summoned: Nepeta Mint Tea	109888	20	6
General 1-Slot19	Empty	0	0	0
General 1-Slot20	Empty	0	0	0
General 1-Slot21	Fishing Bait	13101	768	6
General 1-Slot22	Fishing Bait	13101	1000	6
General 1-Slot23	Pod of Water	13044	9	6
General 1-Slot24	Silvril Ore	34239	15	6
General 1-Slot25	Empty	0	0	0
General 1-Slot26	Empty	0	0	0
General 1-Slot27	Empty	0	0	0
General 1-Slot28	Empty	0	0	0
General 1-Slot29	Empty	0	0	0
General 1-Slot30	Knuckles of Rebellion	173952	1	6
General 1-Slot30-Slot1	Empty	0	0	0
General 1-Slot30-Slot2	Empty	0	0	0
General 1-Slot31	Empty	0	0	0
General 1-Slot32	Empty	0	0	0
General 1-Slot33	Empty	0	0	0
General 1-Slot34	Overbound Zerk	175368	1	6
General 1-Slot35	Empty	0	0	0
General 1-Slot36	Dragonbrood Gloves of Rebellion	173900	1	6
General 1-Slot36-Slot1	Empty	0	0	0
General 1-Slot36-Slot2	Empty	0	0	0
General 1-Slot36-Slot3	Extra Planar Potential Shard	148442	1	6
General 1-Slot36-Slot4	Empty	0	0	0
General 1-Slot37	Dragonbrood Cowl of Uprising	173502	1	6
General 1-Slot37-Slot1	Empty	0	0	0
General 1-Slot37-Slot2	Empty	0	0	0
General 1-Slot37-Slot3	Extra Planar Potential Shard	148442	1	6
General 1-Slot37-Slot4	Empty	0	0	0
General 1-Slot38	Dragonbrood Wristguard of Uprising	173499	1	6
General 1-Slot38-Slot1	Empty	0	0	0
General 1-Slot38-Slot2	Empty	0	0	0
General 1-Slot38-Slot3	Extra Planar Potential Shard	148442	1	6
General 1-Slot38-Slot4	Empty	0	0	0
General 1-Slot39	Unraveling Arm Armor Lining	170782	1	6
General 1-Slot40	Unraveling Chest Armor Lining	170784	1	6
General 1-Slot41	Black Powder Pouch	81133	63	6
General 1-Slot42	Jeweler's Kit	17912	1	4
General 1-Slot42-Slot1	Empty	0	0	0
General 1-Slot42-Slot2	Empty	0	0	0
General 1-Slot42-Slot3	Empty	0	0	0
General 1-Slot42-Slot4	Empty	0	0	0
General 1-Slot43	Lceanium Shipping Crate	129898	1	32
General 1-Slot43-Slot1	Empty	0	0	0
General 1-Slot43-Slot2	Empty	0	0	0
General 1-Slot43-Slot3	Empty	0	0	0
General 1-Slot43-Slot4	Empty	0	0	0
General 1-Slot43-Slot5	Empty	0	0	0
General 1-Slot43-Slot6	Empty	0	0	0
General 1-Slot43-Slot7	Empty	0	0	0
General 1-Slot43-Slot8	Empty	0	0	0
General 1-Slot43-Slot9	Empty	0	0	0
General 1-Slot43-Slot10	Empty	0	0	0
General 1-Slot43-Slot11	Empty	0	0	0
General 1-Slot43-Slot12	Empty	0	0	0
General 1-Slot43-Slot13	Empty	0	0	0
General 1-Slot43-Slot14	Empty	0	0	0
General 1-Slot43-Slot15	Empty	0	0	0
General 1-Slot43-Slot16	Empty	0	0	0
General 1-Slot43-Slot17	Empty	0	0	0
General 1-Slot43-Slot18	Empty	0	0	0
General 1-Slot43-Slot19	Empty	0	0	0
General 1-Slot43-Slot20	Empty	0	0	0
General 1-Slot43-Slot21	Empty	0	0	0
General 1-Slot43-Slot22	Empty	0	0	0
General 1-Slot43-Slot23	Empty	0	0	0
General 1-Slot43-Slot24	Empty	0	0	0
General 1-Slot43-Slot25	Empty	0	0	0
General 1-Slot43-Slot26	Empty	0	0	0
General 1-Slot43-Slot27	Empty	0	0	0
General 1-Slot43-Slot28	Empty	0	0	0
General 1-Slot43-Slot29	Empty	0	0	0
General 1-Slot43-Slot30	Empty	0	0	0
General 1-Slot43-Slot31	Empty	0	0	0
General 1-Slot43-Slot32	Empty	0	0	0
General 1-Slot44	Empty	0	0	0
General 1-Slot45	Glyphwielder's Tunic of the Summoner	70942	1	6
General 1-Slot45-Slot1	Empty	0	0	0
General 1-Slot45-Slot2	Empty	0	0	0
General 1-Slot46	Balanced Forcestrike Silk Robe	104854	1	6
General 1-Slot46-Slot1	Empty	0	0	0
General 1-Slot46-Slot2	Empty	0	0	0
General 1-Slot46-Slot3	Empty	0	0	0
General 1-Slot46-Slot4	Empty	0	0	0
General 2	Broodslayer's Backpack	151799	1	48
General 2-Slot1	Sunshard Pebble	33791	21	6
General 2-Slot2	Fine Feathers	81131	47	6
General 2-Slot3	Evocation Focus Draught	160185	20	6
General 2-Slot4	Evocation Focus Draught	160185	9	6
General 2-Slot5	Unparalleled Vigorous Gem of Distant Echoes	111506	1	6
General 2-Slot6	Empty	0	0	0
General 2-Slot7	Grandiose Earring of the Contracted	161698	1	6
General 2-Slot8	Record of Lore	56994	1	6
General 2-Slot9	Elven Wine	13035	78	6
General 2-Slot10	Empty	0	0	0
General 2-Slot11	Empty	0	0	0
General 2-Slot12	Empty	0	0	0
General 2-Slot13	Empty	0	0	0
General 2-Slot14	Empty	0	0	0
General 2-Slot15	Northern Desert Outlook Device	111209	1	6
General 2-Slot16	Metamorph: Orc Warrior	110074	1	6
General 2-Slot17	Empty	0	0	0
General 2-Slot18	Empty	0	0	0
General 2-Slot19	Empty	0	0	0
General 2-Slot20	Empty	0	0	0
General 2-Slot21	Empty	0	0	0
General 2-Slot22	Empty	0	0	0
General 2-Slot23	Unraveling Focus of Heroism	170819	1	6
General 2-Slot24	Unraveling Focus of Fortitude	170818	1	6
General 2-Slot25	Darkpaw Torch Ornament	89299	1	6
General 2-Slot26	Royal Silver Crown	89297	1	6
General 2-Slot27	Hodstock Invader Scale	105668	1	6
General 2-Slot28	Empty	0	0	0
General 2-Slot29	Reactive Sharpened Gem of the Shackled	151787	1	6
General 2-Slot30	Blooded Righteous Convoker's Earring of Rallos Zek	164478	1	6
General 2-Slot30-Slot1	Empty	0	0	0
General 2-Slot30-Slot2	Empty	0	0	0
General 2-Slot30-Slot3	Empty	0	0	0
General 2-Slot30-Slot4	Empty	0	0	0
General 2-Slot30-Slot5	Empty	0	0	0
General 2-Slot30-Slot6	Empty	0	0	0
General 2-Slot31	Empty	0	0	0
General 2-Slot32	Gallant Focus of Heroism	151984	1	6
General 2-Slot33	Empty	0	0	0
General 2-Slot34	Amulet of Xuzl	28977	1	6
General 2-Slot34-Slot1	Empty	0	0	0
General 2-Slot35	Luclinite Convoker Source	167187	1	6
General 2-Slot36	Empty	0	0	0
General 2-Slot37	Extruded Black Pearl	151936	1	6
General 2-Slot38	Yellow Pillow Upholstery	166906	1	6
General 2-Slot39	Teal Pillow Upholstery	166907	1	6
General 2-Slot40	Rallos Zek Devotee's Enhancement	164550	1	6
General 2-Slot41	Grandiose Earring of the Contracted	161698	1	6
General 2-Slot42	Grandiose Earring of the Contracted	161698	1	6
General 2-Slot43	Grandiose Earring of the Contracted	161698	1	6
General 2-Slot44	Grandiose Earring of the Contracted	161698	1	6
General 2-Slot45	Grandiose Earring of the Contracted	161698	1	6
General 2-Slot46	Grandiose Earring of the Contracted	161698	1	6
General 2-Slot47	Grandiose Earring of the Contracted	161698	1	6
General 2-Slot48	Grandiose Earring of the Contracted	161698	1	6
General 3	Mythslayer's Backpack	151240	1	46
General 3-Slot1	Empty	0	0	0
General 3-Slot2	Empty	0	0	0
General 3-Slot3	Superb Leather Padding	30488	1	6
General 3-Slot4	Leather Roll	81162	7	6
General 3-Slot5	Empty	0	0	0
General 3-Slot6	Empty	0	0	0
General 3-Slot7	Empty	0	0	0
General 3-Slot8	Empty	0	0	0
General 3-Slot9	Empty	0	0	0
General 3-Slot10	Grandiose Earring of the Contracted	161698	1	6
General 3-Slot11	Grandiose Necklace of the Contracted	161699	1	6
General 3-Slot12	Empty	0	0	0
General 3-Slot13	Grandiose Pauldrons of the Contracted	161700	1	6
General 3-Slot14	Grandiose Pauldrons of the Contracted	161700	1	6
General 3-Slot15	Grandiose Pauldrons of the Contracted	161700	1	6
General 3-Slot16	Broken Ceremonial Urn	172449	2	6
General 3-Slot17	Empty	0	0	0
General 3-Slot18	Empty	0	0	0
General 3-Slot19	Empty	0	0	0
General 3-Slot20	Empty	0	0	0
General 3-Slot21	Defaced Silver Talisman	172454	2	6
General 3-Slot22	Splintered Altar Stone	172453	3	6
General 3-Slot23	Shard of Celestial Glass	172451	3	6
General 3-Slot24	Fragmented Obsidian Idol	172448	3	6
General 3-Slot25	Cracked Tablet of Warding	172450	2	6
General 3-Slot26	Empty	0	0	0
General 3-Slot27	Empty	0	0	0
General 3-Slot28	Empty	0	0	0
General 3-Slot29	Empty	0	0	0
General 3-Slot30	Empty	0	0	0
General 3-Slot31	Empty	0	0	0
General 3-Slot32	Empty	0	0	0
General 3-Slot33	Empty	0	0	0
General 3-Slot34	Empty	0	0	0
General 3-Slot35	Empty	0	0	0
General 3-Slot36	Empty	0	0	0
General 3-Slot37	Empty	0	0	0
General 3-Slot38	Empty	0	0	0
General 3-Slot39	Empty	0	0	0
General 3-Slot40	Empty	0	0	0
General 3-Slot41	Empty	0	0	0
General 3-Slot42	Empty	0	0	0
General 3-Slot43	Empty	0	0	0
General 3-Slot44	Empty	0	0	0
General 3-Slot45	Empty	0	0	0
General 3-Slot46	Empty	0	0	0
General 4	Stormslayer's Rucksack	153977	1	46
General 4-Slot1	Round Cut Voidstone Crystal	170326	1	6
General 4-Slot2	Round Cut Bloodied Luclinite Garnet	166222	1	6
General 4-Slot3	Round Cut Reflective Emberquartz Crystal	154791	14	6
General 4-Slot4	Round Cut Spiritual Luclinite Topaz	159735	18	6
General 4-Slot5	Allure Rune Tracing	152415	11	6
General 4-Slot6	Adroitness Rune Tracing	152410	1	6
General 4-Slot7	Finesse Rune Tracing	152411	6	6
General 4-Slot8	Round Cut Tool	95827	1	6
General 4-Slot9	Rune Binding Stain	152469	2	6
General 4-Slot10	Jewelers Glass	95833	1	6
General 4-Slot11	Intricate Jewelers Glass	95035	1	6
General 4-Slot11-Slot1	Empty	0	0	0
General 4-Slot12	Glyph of Stored Experience	127544	2	6
General 4-Slot13	Fortitude Rune Tracing	152412	6	6
General 4-Slot14	Impetus Rune Tracing	152409	6	6
General 4-Slot15	Savvy Rune Tracing	152414	4	6
General 4-Slot16	Bloodied Luclinite Corrupted Garnet	166189	35	6
General 4-Slot17	Acumen Rune Tracing	152413	4	6
General 4-Slot18	Etching Tools	8893	1	6
General 4-Slot19	Empty	0	0	0
General 4-Slot20	Voidstone Crystal	170301	24	6
General 4-Slot21	Replica of the Qeynos Claymore	127552	1	6
General 4-Slot22	Cleaning Solution	152466	3	6
General 4-Slot23	Coalesced Fortune	165984	1	6
General 4-Slot24	Coalesced Fortune	165984	1	6
General 4-Slot25	Coalesced Fortune	165984	1	6
General 4-Slot26	Coalesced Fortune	165984	1	6
General 4-Slot27	Cloth Bolt	81986	12	6
General 4-Slot28	Empty	0	0	0
General 4-Slot29	Empty	0	0	0
General 4-Slot30	Empty	0	0	0
General 4-Slot31	Empty	0	0	0
General 4-Slot32	Empty	0	0	0
General 4-Slot33	Empty	0	0	0
General 4-Slot34	Empty	0	0	0
General 4-Slot35	Empty	0	0	0
General 4-Slot36	Empty	0	0	0
General 4-Slot37	Empty	0	0	0
General 4-Slot38	Empty	0	0	0
General 4-Slot39	Empty	0	0	0
General 4-Slot40	Empty	0	0	0
General 4-Slot41	Empty	0	0	0
General 4-Slot42	Empty	0	0	0
General 4-Slot43	Empty	0	0	0
General 4-Slot44	Empty	0	0	0
General 4-Slot45	Empty	0	0	0
General 4-Slot46	Nightslayer's Backpack	164566	1	44
General 4-Slot46-Slot1	Empty	0	0	0
General 4-Slot46-Slot2	Empty	0	0	0
General 4-Slot46-Slot3	Empty	0	0	0
General 4-Slot46-Slot4	Empty	0	0	0
General 4-Slot46-Slot5	Empty	0	0	0
General 4-Slot46-Slot6	Empty	0	0	0
General 4-Slot46-Slot7	Empty	0	0	0
General 4-Slot46-Slot8	Empty	0	0	0
General 4-Slot46-Slot9	Empty	0	0	0
General 4-Slot46-Slot10	Empty	0	0	0
General 4-Slot46-Slot11	Empty	0	0	0
General 4-Slot46-Slot12	Empty	0	0	0
General 4-Slot46-Slot13	Empty	0	0	0
General 4-Slot46-Slot14	Empty	0	0	0
General 4-Slot46-Slot15	Empty	0	0	0
General 4-Slot46-Slot16	Empty	0	0	0
General 4-Slot46-Slot17	Empty	0	0	0
General 4-Slot46-Slot18	Empty	0	0	0
General 4-Slot46-Slot19	Empty	0	0	0
General 4-Slot46-Slot20	Empty	0	0	0
General 4-Slot46-Slot21	Empty	0	0	0
General 4-Slot46-Slot22	Empty	0	0	0
General 4-Slot46-Slot23	Empty	0	0	0
General 4-Slot46-Slot24	Empty	0	0	0
General 4-Slot46-Slot25	Empty	0	0	0
General 4-Slot46-Slot26	Empty	0	0	0
General 4-Slot46-Slot27	Empty	0	0	0
General 4-Slot46-Slot28	Empty	0	0	0
General 4-Slot46-Slot29	Empty	0	0	0
General 4-Slot46-Slot30	Empty	0	0	0
General 4-Slot46-Slot31	Empty	0	0	0
General 4-Slot46-Slot32	Empty	0	0	0
General 4-Slot46-Slot33	Empty	0	0	0
General 4-Slot46-Slot34	Empty	0	0	0
General 4-Slot46-Slot35	Empty	0	0	0
General 4-Slot46-Slot36	Empty	0	0	0
General 4-Slot46-Slot37	Empty	0	0	0
General 4-Slot46-Slot38	Empty	0	0	0
General 4-Slot46-Slot39	Empty	0	0	0
General 4-Slot46-Slot40	Empty	0	0	0
General 4-Slot46-Slot41	Empty	0	0	0
General 4-Slot46-Slot42	Empty	0	0	0
General 4-Slot46-Slot43	Empty	0	0	0
General 4-Slot46-Slot44	Empty	0	0	0
General 5	Broodslayer's Rucksack	151798	1	46
General 5-Slot1	Malachite	10015	96	6
General 5-Slot2	Empty	0	0	0
General 5-Slot3	Miniature Horn of Unity	85964	1	6
General 5-Slot4	Crystal Mana Tonic	164272	6	6
General 5-Slot5	Summoned: Nepeta Mint Tea	109888	20	6
General 5-Slot6	Summoned: Nepeta Mint Tea	109888	20	6
General 5-Slot7	Summoned: Kotahl's Tonic of Healing	109893	1	6
General 5-Slot8	Journeyman's Compass	127551	1	6
General 5-Slot9	Sealed Pure Energeian Light Orb	66279	10	6
General 5-Slot10	Crystallized Sulfur	16976	40	6
General 5-Slot11	Dashing Feathered Cap	86796	1	6
General 5-Slot12	Celebratory Opal Stein Ornament	86798	1	6
General 5-Slot13	Wishing Lamp: Zephyr's Flight	129937	1	6
General 5-Slot14	Empty	0	0	0
General 5-Slot15	Soother's Extravagant Earring	148575	1	6
General 5-Slot16	Erollisi's Twin Hearts Head Ornament	77977	1	6
General 5-Slot17	Restless Focus	164271	18	6
General 5-Slot18	Summoned: Kotahl's Tonic of Refreshment	109895	1	6
General 5-Slot19	Grandiose Earring of the Contracted	161698	1	6
General 5-Slot20	Empty	0	0	0
General 5-Slot21	Empty	0	0	0
General 5-Slot22	Empty	0	0	0
General 5-Slot23	Empty	0	0	0
General 5-Slot24	Empty	0	0	0
General 5-Slot25	Empty	0	0	0
General 5-Slot26	Empty	0	0	0
General 5-Slot27	Empty	0	0	0
General 5-Slot28	Empty	0	0	0
General 5-Slot29	Empty	0	0	0
General 5-Slot30	Empty	0	0	0
General 5-Slot31	Empty	0	0	0
General 5-Slot32	Empty	0	0	0
General 5-Slot33	Empty	0	0	0
General 5-Slot34	Empty	0	0	0
General 5-Slot35	Empty	0	0	0
General 5-Slot36	Empty	0	0	0
General 5-Slot37	Empty	0	0	0
General 5-Slot38	Empty	0	0	0
General 5-Slot39	Empty	0	0	0
General 5-Slot40	Empty	0	0	0
General 5-Slot41	Empty	0	0	0
General 5-Slot42	Empty	0	0	0
General 5-Slot43	Empty	0	0	0
General 5-Slot44	Arx Mentis Cloth Chest Ornament	103156	1	6
General 5-Slot45	Empty	0	0	0
General 5-Slot46	Empty	0	0	0
General 6	Broodslayer's Chest	151783	1	52
General 6-Slot1	Empty	0	0	0
General 6-Slot2	Summoner's Spectral Luclinite Earring	169913	1	6
General 6-Slot2-Slot1	Empty	0	0	0
General 6-Slot2-Slot2	Empty	0	0	0
General 6-Slot2-Slot3	Empty	0	0	0
General 6-Slot3	Empty	0	0	0
General 6-Slot4	Emberquartz Slayer Source	171189	1	6
General 6-Slot5	Spectral Luclinite Ring of Brilliance	169933	1	6
General 6-Slot5-Slot1	Irae Faycite Shard: Chaotic Calamity	159378	1	6
General 6-Slot5-Slot2	Empty	0	0	0
General 6-Slot5-Slot3	Spittle Pocked Yttrium Coin	169370	1	6
General 6-Slot6	Emblem of the Feral Lord	152437	7	6
General 6-Slot7	Empty	0	0	0
General 6-Slot8	Empty	0	0	0
General 6-Slot9	Empty	0	0	0
General 6-Slot10	Empty	0	0	0
General 6-Slot11	Empty	0	0	0
General 6-Slot12	Empty	0	0	0
General 6-Slot13	Empty	0	0	0
General 6-Slot14	Empty	0	0	0
General 6-Slot15	Empty	0	0	0
General 6-Slot16	Empty	0	0	0
General 6-Slot17	Empty	0	0	0
General 6-Slot18	Empty	0	0	0
General 6-Slot19	Empty	0	0	0
General 6-Slot20	Empty	0	0	0
General 6-Slot21	Heroic Backpack of the Adventurer	135987	1	40
General 6-Slot21-Slot1	Empty	0	0	0
General 6-Slot21-Slot2	Empty	0	0	0
General 6-Slot21-Slot3	Empty	0	0	0
General 6-Slot21-Slot4	Empty	0	0	0
General 6-Slot21-Slot5	Empty	0	0	0
General 6-Slot21-Slot6	Empty	0	0	0
General 6-Slot21-Slot7	Empty	0	0	0
General 6-Slot21-Slot8	Empty	0	0	0
General 6-Slot21-Slot9	Empty	0	0	0
General 6-Slot21-Slot10	Empty	0	0	0
General 6-Slot21-Slot11	Empty	0	0	0
General 6-Slot21-Slot12	Empty	0	0	0
General 6-Slot21-Slot13	Empty	0	0	0
General 6-Slot21-Slot14	Empty	0	0	0
General 6-Slot21-Slot15	Empty	0	0	0
General 6-Slot21-Slot16	Empty	0	0	0
General 6-Slot21-Slot17	Empty	0	0	0
General 6-Slot21-Slot18	Empty	0	0	0
General 6-Slot21-Slot19	Empty	0	0	0
General 6-Slot21-Slot20	Empty	0	0	0
General 6-Slot21-Slot21	Empty	0	0	0
General 6-Slot21-Slot22	Empty	0	0	0
General 6-Slot21-Slot23	Empty	0	0	0
General 6-Slot21-Slot24	Empty	0	0	0
General 6-Slot21-Slot25	Empty	0	0	0
General 6-Slot21-Slot26	Empty	0	0	0
General 6-Slot21-Slot27	Empty	0	0	0
General 6-Slot21-Slot28	Empty	0	0	0
General 6-Slot21-Slot29	Empty	0	0	0
General 6-Slot21-Slot30	Empty	0	0	0
General 6-Slot21-Slot31	Empty	0	0	0
General 6-Slot21-Slot32	Empty	0	0	0
General 6-Slot21-Slot33	Empty	0	0	0
General 6-Slot21-Slot34	Empty	0	0	0
General 6-Slot21-Slot35	Empty	0	0	0
General 6-Slot21-Slot36	Empty	0	0	0
General 6-Slot21-Slot37	Empty	0	0	0
General 6-Slot21-Slot38	Empty	0	0	0
General 6-Slot21-Slot39	Empty	0	0	0
General 6-Slot21-Slot40	Empty	0	0	0
General 6-Slot22	Heroic Backpack of the Adventurer	135987	1	40
General 6-Slot22-Slot1	Empty	0	0	0
General 6-Slot22-Slot2	Empty	0	0	0
General 6-Slot22-Slot3	Empty	0	0	0
General 6-Slot22-Slot4	Empty	0	0	0
General 6-Slot22-Slot5	Empty	0	0	0
